PlantingID,DatePlanted,ItemID,UnitID,NumberOfUnits,PlantingComments,LocationID
3549,4/7/04 0:00,2261,4,41,to replace bravo from frazier,
3550,4/7/04 0:00,2266,4,50,to replace bravo from frazier,
3551,4/7/04 0:00,3604,4,53,to replace bravo from frazier,
3552,4/7/04 0:00,279,5,5,,
3553,4/7/04 0:00,1222,5,6.6,,
3554,4/7/04 0:00,286,5,2.5,,
3555,4/7/04 0:00,3459,5,2.66,,
3556,4/9/04 0:00,2387,5,3,,
3557,4/9/04 0:00,2379,5,3,,
3558,4/9/04 0:00,2386,5,3,,
3559,4/9/04 0:00,2388,5,3,,
3560,4/9/04 0:00,2254,4,100,,
3561,4/10/04 0:00,2607,5,17,,
3562,4/10/04 0:00,1377,5,23,,
3563,4/10/04 0:00,1378,5,22,,
3564,4/10/04 0:00,2125,5,3.66,,
3565,4/13/04 0:00,2393,6,1.5,,
3566,4/13/04 0:00,2395,6,1.5,,
3567,4/13/04 0:00,2394,6,1.5,,
3568,4/13/04 0:00,2392,6,1.5,,
3569,4/16/04 0:00,2318,5,12,,
3570,4/16/04 0:00,2316,5,11,,
3571,4/16/04 0:00,2319,5,6,,
3572,4/16/04 0:00,2316,5,5,,
3573,4/16/04 0:00,2315,5,11.5,,
3574,4/16/04 0:00,2813,5,2,,
3575,4/16/04 0:00,91,5,3,,
3576,4/16/04 0:00,3117,5,0.7,,
3577,4/16/04 0:00,2700,6,4,,
3578,4/16/04 0:00,257,5,4,,
3579,4/16/04 0:00,3296,5,0.4,,
3580,4/16/04 0:00,3294,5,0.4,,
3581,4/16/04 0:00,3471,5,4,,
3582,4/16/04 0:00,1024,5,0.5,,
3583,4/16/04 0:00,1026,5,2.2,,
3584,4/16/04 0:00,3408,5,5.5,,
3585,4/16/04 0:00,54,5,1.7,,
3587,4/16/04 0:00,3630,5,1,,
3588,4/16/04 0:00,3109,5,1,,
3589,4/16/04 0:00,3109,5,0.66,variegated,
3590,4/16/04 0:00,90,5,0.66,,
3591,4/16/04 0:00,107,5,1.66,,
3592,4/16/04 0:00,2217,5,0.33,,
3593,4/16/04 0:00,2949,5,4,,
3594,4/16/04 0:00,259,5,1.1,,
3595,4/17/04 0:00,2393,6,0.33,,
3596,4/17/04 0:00,2392,6,0.2,,
3597,4/17/04 0:00,2395,6,0.2,,
3598,4/17/04 0:00,2394,6,0.3,,
3599,4/22/04 0:00,2290,5,4.2,,
3600,4/22/04 0:00,213,5,1,,
3601,4/22/04 0:00,3084,5,1.6,,
3602,4/29/04 0:00,2629,5,8,,
3603,4/29/04 0:00,2668,5,5,,
3604,4/29/04 0:00,1543,5,9.5,,
3605,4/29/04 0:00,1542,5,7.33,,
3606,4/29/04 0:00,1538,5,2,,
3607,5/1/04 0:00,1267,6,3.5,,
3608,5/1/04 0:00,1415,6,0.33,,
3609,5/9/04 0:00,2438,6,18,,
3610,5/1/04 0:00,2665,6,4.5,,
3611,5/1/04 0:00,1269,6,2.5,,
3612,5/1/04 0:00,1265,6,2.5,,
3613,5/3/04 0:00,3084,5,2.8,,
3614,5/4/04 0:00,2202,5,12,,
3615,5/14/04 0:00,2722,6,2,,
3616,5/17/04 0:00,1634,4,36,,
3617,5/17/04 0:00,1635,4,30,,
3618,5/17/04 0:00,3212,33,3,,
3619,5/17/04 0:00,2667,33,4,,
3620,5/26/04 0:00,2629,5,0.75,,
3621,5/28/04 0:00,3230,6,2,,
3623,6/4/04 0:00,2708,6,2.4,,
3624,6/4/04 0:00,2939,5,5.8,,
3625,7/22/04 0:00,23,5,4.66,,
3626,3/29/04 0:00,276,5,4,,
3627,3/29/04 0:00,2595,5,2.3,,
3628,3/29/04 0:00,2576,5,9.66,,
3629,3/29/04 0:00,2397,6,2.1,,
3630,3/29/04 0:00,2398,6,2.4,,
3631,3/29/04 0:00,2933,6,7,,
3632,3/29/04 0:00,2413,6,6,,
3633,4/1/04 0:00,3169,7,1.5,,
3634,4/1/04 0:00,1408,7,2,,
3635,4/1/04 0:00,1410,7,2,,
3636,4/1/04 0:00,1315,7,2,,
3637,4/1/04 0:00,1412,7,1,,
3638,4/1/04 0:00,1325,1,24,,
3639,4/1/04 0:00,1308,1,17,,
3640,4/1/04 0:00,1408,1,2.75,,
3641,4/1/04 0:00,1410,1,1,,
3642,4/1/04 0:00,1325,7,2,,
3643,4/1/04 0:00,2660,7,3,,
3644,4/1/04 0:00,1420,7,1,,
3645,4/1/04 0:00,1409,7,1,,
3646,4/1/04 0:00,2343,7,2,,
3647,4/1/04 0:00,3164,7,0.33,,
3648,4/1/04 0:00,1310,7,o.66,,
3649,4/1/04 0:00,1415,7,1.33,,
3650,4/1/04 0:00,1331,7,1.1,,
3651,4/1/04 0:00,1417,7,1.33,,
3652,4/1/04 0:00,2658,7,1,,
3653,4/1/04 0:00,3165,7,0.33,,
3654,4/1/04 0:00,1418,7,1.66,,
3655,4/1/04 0:00,1414,7,3,,
3656,4/1/04 0:00,1326,7,1.33,,
3657,4/1/04 0:00,202,7,3.5,,
3658,4/1/04 0:00,2326,32,2,,
3659,4/18/04 0:00,1326,15,13.5,,
3660,4/18/04 0:00,3397,15,12,,
3661,4/27/04 0:00,3169,5,3,,
3662,4/27/04 0:00,3166,5,3,,
3663,4/26/04 0:00,1420,6,7,,
3664,4/26/04 0:00,1310,6,1.5,,
3665,4/26/04 0:00,2660,6,3.25,,
3666,4/26/04 0:00,3164,6,0.75,,
3667,4/26/04 0:00,2343,6,4.75,,
3668,4/26/04 0:00,2326,6,5,,
3669,4/26/04 0:00,1412,6,1.25,,
3670,4/26/04 0:00,1414,6,6.5,,
3671,4/26/04 0:00,1315,5,5.5,,
3672,4/26/04 0:00,202,6,8.5,,
3673,4/27/04 0:00,1325,6,2,,
3674,4/27/04 0:00,1418,6,3,,
3675,4/27/04 0:00,2948,5,2.33,,
3676,4/27/04 0:00,3015,6,3,,
3677,4/27/04 0:00,1409,5,4,,
3678,4/27/04 0:00,2658,5,4.5,,
3679,4/27/04 0:00,1417,5,5.7,,
3680,4/27/04 0:00,1331,5,3.2,,
3681,4/27/04 0:00,1415,6,2,,
3682,4/27/04 0:00,1410,6,3,,
3683,4/27/04 0:00,1308,15,7,,
3684,5/7/04 0:00,1308,15,17,,
3685,5/7/04 0:00,2933,5,12,,
3686,5/7/04 0:00,1413,6,2.33,,
3687,5/11/04 0:00,1407,6,0.75,,
3688,5/11/04 0:00,1325,6,0.66,,
3689,5/11/04 0:00,2343,6,1,,
3690,5/11/04 0:00,1310,6,0.5,,
3691,5/11/04 0:00,1414,6,3.5,,
3692,5/11/04 0:00,1413,6,0.75,,
3693,5/11/04 0:00,1418,5,2,,
3694,5/23/04 0:00,1308,15,12,,
3695,6/14/04 0:00,1308,15,6.5,,
3696,6/14/04 0:00,3165,6,0.6,,
3697,6/2/04 0:00,1409,5,15.5,,
3698,6/2/04 0:00,1331,5,15.5,,
3699,6/2/04 0:00,1408,5,0.5,,
3700,6/2/04 0:00,1410,5,0.2,,
3701,6/2/04 0:00,2416,6,1.2,,
3702,6/11/04 0:00,3014,5,5,,
3703,6/12/04 0:00,2935,5,4.6,,
3704,6/19/04 0:00,1308,15,10,,
3705,4/17/04 0:00,547,2,6,,
3706,4/17/04 0:00,549,2,6,,
3707,4/17/04 0:00,550,2,6,,
3708,4/17/04 0:00,570,2,6,,
3709,4/17/04 0:00,560,2,2,,
3710,4/17/04 0:00,668,6,6,,
3711,4/17/04 0:00,557,2,2,,
3712,4/17/04 0:00,552,2,4,,
3713,4/17/04 0:00,3586,2,2,,
3714,4/17/04 0:00,677,6,1,,
3715,4/17/04 0:00,677,2,28.1,,
3716,4/17/04 0:00,687,1,5.1,,
3717,4/17/04 0:00,687,6,2,,
3718,4/17/04 0:00,667,6,2,,
3719,4/17/04 0:00,2940,6,4,,
3720,4/17/04 0:00,673,2,2.75,,
3721,4/17/04 0:00,3365,6,1,,
3722,4/17/04 0:00,2445,2,14.9,,
3723,4/17/04 0:00,674,6,1,,
3724,4/17/04 0:00,674,1,5,,
3725,4/17/04 0:00,571,2,10,,
3726,4/17/04 0:00,750,6,3,,
3727,4/17/04 0:00,750,1,8,,
3728,4/19/04 0:00,3364,6,3.3,,
3729,4/19/04 0:00,747,6,2,,
3730,4/19/04 0:00,743,6,3,,
3731,4/19/04 0:00,669,6,6,,
3732,4/19/04 0:00,675,6,2,,
3733,4/19/04 0:00,669,2,2.5,,
3734,4/19/04 0:00,675,2,1.5,,
3735,4/19/04 0:00,681,2,2.5,,
3736,4/19/04 0:00,743,1,5,,
3737,4/19/04 0:00,680,2,3.25,,
3738,4/19/04 0:00,741,6,2,,
3739,4/19/04 0:00,742,6,2,,
3740,4/19/04 0:00,759,6,2,,
3741,4/19/04 0:00,752,6,4,,
3742,4/19/04 0:00,748,6,3,,
3743,4/19/04 0:00,747,2,1.66,,
3744,4/19/04 0:00,741,2,3.8,,
3745,4/19/04 0:00,742,1,3.75,,
3746,4/20/04 0:00,37,5,11,,
3747,4/20/04 0:00,2453,8,1.66,,
3748,4/20/04 0:00,670,7,2.66,,
3749,4/27/04 0:00,760,6,2.5,,
3750,4/27/04 0:00,749,2,9,,
3751,4/27/04 0:00,749,6,2,,
3752,4/27/04 0:00,777,6,7.5,,
3753,4/27/04 0:00,746,6,2,,
3754,4/27/04 0:00,746,2,8,,
3755,4/27/04 0:00,759,6,8.7,,
3756,4/27/04 0:00,760,6,2,,
3757,4/27/04 0:00,2449,6,3.4,,
3758,4/27/04 0:00,763,6,3,,
3759,4/27/04 0:00,763,2,4,,
3760,4/27/04 0:00,751,6,3,,
3761,4/27/04 0:00,751,2,4.5,,
3762,4/27/04 0:00,750,6,1,,
3763,4/27/04 0:00,750,2,11.4,,
3764,4/27/04 0:00,744,6,2,,
3765,4/27/04 0:00,753,2,16,,
3766,4/27/04 0:00,774,2,3,,
3767,4/27/04 0:00,2462,2,1,"variety? ""paste roma""",
3768,4/27/04 0:00,743,6,6,,
3769,4/27/04 0:00,743,2,3,,
3770,4/27/04 0:00,766,2,8,,
3771,4/27/04 0:00,766,6,2,,
3772,4/27/04 0:00,745,6,4,,
3773,4/27/04 0:00,745,2,3,,
3774,4/27/04 0:00,2456,6,3,"""not done""?",
3775,4/27/04 0:00,747,15,2,,
3776,4/29/04 0:00,747,2,2,,
3777,4/29/04 0:00,755,2,3,,
3778,4/29/04 0:00,768,2,5.5,,
3779,4/29/04 0:00,2456,6,2,,
3780,4/29/04 0:00,593,2,8,,
3781,4/29/04 0:00,593,6,1,,
3782,4/29/04 0:00,592,2,8.25,,
3783,4/29/04 0:00,592,6,2,,
3784,4/29/04 0:00,588,2,2,,
3785,4/29/04 0:00,588,6,0.5,"""806""?",
3786,4/29/04 0:00,591,2,1.75,,
3787,4/29/04 0:00,591,6,0.5,"""806""?",
3788,5/5/04 0:00,741,2,6,,
3789,5/5/04 0:00,749,2,3,,
3790,5/5/04 0:00,742,2,3.25,,
3791,5/5/04 0:00,763,2,2,,
3792,5/5/04 0:00,750,2,5.25,,
3793,5/5/04 0:00,3364,6,3.6,,
3794,5/5/04 0:00,748,6,0.6,,
3795,5/5/04 0:00,672,6,1.6,,
3796,5/5/04 0:00,671,6,0.6,"""pretty in pink"" ?",
3797,5/2/04 0:00,603,2,3,"""mixed""?",
3798,5/2/04 0:00,698,1,3,"""pumpkins""?",
3799,5/2/04 0:00,3358,2,8,,
3800,5/2/04 0:00,583,2,35,"""slicers""?",
3801,5/2/04 0:00,2477,2,18,"""pickles""?",
3802,5/2/04 0:00,725,2,18,"""zucchini""?",
3803,5/2/04 0:00,734,2,15,"""summer squash""?",
3804,5/2/04 0:00,736,2,6,,
3805,5/2/04 0:00,724,2,6,,
3806,5/2/04 0:00,727,2,6,"""buttercup""?",
3807,5/13/04 0:00,670,6,4,,
3808,5/17/04 0:00,749,2,14,,
3809,5/17/04 0:00,761,6,9,,
3810,5/20/04 0:00,3364,6,6,,
3811,5/20/04 0:00,3364,1,6,,
3812,5/22/04 0:00,748,2,4,,
3813,5/22/04 0:00,741,2,15,,
3814,5/22/04 0:00,560,2,2,,
3815,5/22/04 0:00,568,2,2,,
3816,5/22/04 0:00,549,2,4,,
3817,5/22/04 0:00,547,2,4,,
3818,5/25/04 0:00,749,6,3,,
3819,5/25/04 0:00,741,6,3,,
3820,5/27/04 0:00,1325,15,5,"""leave parsley""?",
3821,6/11/04 0:00,583,6,3,"""slicing…starts intended for field""",
3822,6/19/04 0:00,587,5,2,"""slicing…intended for field""",
3823,3/15/04 0:00,3222,1,2.88,,
3824,3/15/04 0:00,3133,1,5.13,,
3825,3/15/04 0:00,1238,33,1.44,,
3826,3/15/04 0:00,3223,1,2.63,,
3827,3/15/04 0:00,2742,1,0,no germ,
3828,3/15/04 0:00,3176,1,0,no germ,
3829,3/15/04 0:00,3178,33,4.75,,
3830,3/15/04 0:00,3177,1,0,no germ,
3831,3/15/04 0:00,3239,1,0,no germ,
3832,3/15/04 0:00,808,1,2.13,,
3833,3/15/04 0:00,2673,1,4.25,,
3834,3/15/04 0:00,3171,1,0,no germ,
3835,3/15/04 0:00,1276,33,1.33,,
3836,3/15/04 0:00,2672,1,4,,
3837,3/15/04 0:00,1345,1,3,,
3838,3/15/04 0:00,2698,1,3,,
3839,3/15/04 0:00,1346,1,3,,
3840,3/15/04 0:00,1277,1,3,,
3841,3/15/04 0:00,1202,1,1.13,,
3842,3/15/04 0:00,1278,1,3,,
3843,3/15/04 0:00,3135,1,4,,
3844,3/15/04 0:00,3134,1,4,,
3845,3/15/04 0:00,1348,1,2.25,,
3846,3/15/04 0:00,3136,1,5,,
3847,3/15/04 0:00,836,1,0,"no germ
no germ",
3848,3/15/04 0:00,1349,33,3,,
3849,3/15/04 0:00,1280,1,1,,
3850,3/15/04 0:00,2761,1,4,,
3851,3/15/04 0:00,2674,1,2.25,,
3852,3/15/04 0:00,2635,1,3,,
3853,3/15/04 0:00,1353,1,1,,
3854,3/15/04 0:00,1354,1,0.5,,
3855,3/15/04 0:00,1355,1,0.25,,
3856,3/15/04 0:00,1357,1,1.75,,
3857,3/15/04 0:00,2675,1,3,,
3858,3/15/04 0:00,856,33,2.44,,
3859,3/15/04 0:00,2676,1,0,"no germ?
No germ",
3860,3/15/04 0:00,1358,1,4,,
3861,3/15/04 0:00,3179,1,3,,
3862,3/15/04 0:00,858,33,4,,
3863,3/15/04 0:00,1362,1,3,,
3864,3/15/04 0:00,1363,1,0,no germ,
3865,3/15/04 0:00,1364,1,3.5,,
3866,3/15/04 0:00,3180,1,4.38,,
3867,3/15/04 0:00,1372,1,3.75,,
3868,3/15/04 0:00,1283,33,0.83,,
3869,3/15/04 0:00,1379,1,0,no germ,
3870,3/15/04 0:00,1380,1,0,no germ,
3871,3/15/04 0:00,1381,1,8,,
3872,3/15/04 0:00,900,33,7.77,,
3873,3/15/04 0:00,901,33,7.77,,
3874,3/15/04 0:00,1284,33,7.77,,
3875,3/15/04 0:00,902,33,7.77,,
3876,3/15/04 0:00,1387,33,7.77,,
3877,3/15/04 0:00,3540,1,3,,
3878,3/15/04 0:00,3541,1,3,,
3879,3/15/04 0:00,3539,1,3,,
3880,3/15/04 0:00,3539,32,1,,
3881,3/15/04 0:00,3540,32,1,,
3882,3/15/04 0:00,1385,32,1,,
3883,3/15/04 0:00,1385,33,5,,
3884,3/15/04 0:00,1386,32,1,,
3885,3/15/04 0:00,1386,33,5,,
3886,3/15/04 0:00,1249,32,1,,
3887,3/15/04 0:00,1249,33,5,,
3888,3/15/04 0:00,2586,32,1,,
3889,3/15/04 0:00,2586,33,5,,
3890,3/15/04 0:00,3182,1,5,,
3891,3/15/04 0:00,2636,1,6,,
3892,3/15/04 0:00,1616,1,2.63,,
3893,3/15/04 0:00,1617,1,3.38,,
3894,3/15/04 0:00,3181,1,3,,
3895,3/15/04 0:00,1389,1,3.5,,
3896,3/15/04 0:00,133,1,3.5,,
3897,3/15/04 0:00,1285,1,2,,
3898,3/15/04 0:00,2637,1,2.5,,
3899,3/15/04 0:00,1287,1,7.5,,
3900,3/15/04 0:00,1288,1,2.75,,
3901,3/15/04 0:00,1289,1,4,,
3902,3/15/04 0:00,1394,1,2.5,,
3903,3/15/04 0:00,1395,1,4,,
3904,3/15/04 0:00,918,1,5.25,,
3905,3/15/04 0:00,913,1,3,,
3906,3/15/04 0:00,2638,33,5,,
3907,3/15/04 0:00,3183,1,0.38,,
3908,3/15/04 0:00,1398,1,0,no germ,
3909,3/15/04 0:00,3184,1,2,,
3910,3/15/04 0:00,2692,1,0.38,,
3911,3/15/04 0:00,1399,1,2,,
3912,3/15/04 0:00,1400,1,1,,
3913,3/15/04 0:00,937,1,3.13,,
3914,3/15/04 0:00,3354,1,0,no germ,
3915,3/15/04 0:00,3185,1,3,,
3916,3/15/04 0:00,3139,1,2,,
3917,3/15/04 0:00,2639,1,4,,
3918,3/15/04 0:00,2640,1,3,,
3919,3/15/04 0:00,3186,1,3,,
3920,3/15/04 0:00,185,1,0.86,,
3921,3/15/04 0:00,1290,1,2,,
3922,3/15/04 0:00,2733,1,0,no germ,
3923,3/15/04 0:00,1421,1,4.25,,
3924,3/15/04 0:00,1422,1,2.5,,
3925,3/15/04 0:00,3144,1,0,no germ,
3926,3/15/04 0:00,3329,33,1.28,,
3927,3/15/04 0:00,3187,33,1.11,,
3928,3/15/04 0:00,2677,33,0,no germ,
3929,3/15/04 0:00,3146,1,2.38,,
3930,3/15/04 0:00,3145,1,3,,
3931,3/15/04 0:00,3188,1,2.63,,
3932,3/15/04 0:00,2997,1,0.25,,
3933,3/15/04 0:00,1294,1,2,,
3934,3/15/04 0:00,1449,1,1.5,,
3935,3/15/04 0:00,3190,1,0,no germ,
3936,3/15/04 0:00,1452,33,5,,
3937,3/15/04 0:00,1031,1,2,,
3938,3/15/04 0:00,2685,1,1.5,,
3939,3/15/04 0:00,2491,1,4,,
3940,3/15/04 0:00,2583,1,4,,
3941,3/15/04 0:00,2545,1,4,,
3942,3/15/04 0:00,1037,1,0,no germ,
3943,3/15/04 0:00,3192,1,0,no germ,
3944,3/15/04 0:00,3225,1,3,,
3945,3/15/04 0:00,1253,1,0,no germ,
3946,3/15/04 0:00,1454,1,2.88,,
3947,3/15/04 0:00,3138,1,0,,
3948,3/15/04 0:00,3137,1,0,,
3949,3/15/04 0:00,2734,1,2.13,,
3950,3/15/04 0:00,1622,1,3,,
3951,3/15/04 0:00,3226,1,1.25,,
3952,3/15/04 0:00,2874,33,5,,
3953,3/15/04 0:00,1469,33,5,,
3954,3/15/04 0:00,1466,33,5,,
3955,3/15/04 0:00,2878,33,5,,
3956,3/15/04 0:00,1468,33,5,,
3957,3/15/04 0:00,2995,33,5,,
3958,3/15/04 0:00,1041,33,5,,
3959,3/15/04 0:00,2751,1,5.5,,
3960,3/15/04 0:00,2752,1,1,,
3961,3/15/04 0:00,2735,33,4.5,,
3962,3/15/04 0:00,1471,33,0.67,,
3963,3/15/04 0:00,1046,1,2.38,,
3964,3/15/04 0:00,1623,33,3,,
3965,3/15/04 0:00,3141,1,3,,
3966,3/15/04 0:00,1198,1,0,,
3967,3/15/04 0:00,2679,1,3,,
3968,3/15/04 0:00,1495,1,3,,
3969,3/15/04 0:00,2644,1,3.5,,
3970,3/15/04 0:00,3193,1,3.625,,
3971,3/15/04 0:00,3195,15,4,,
3972,3/15/04 0:00,3207,15,3,,
3973,3/15/04 0:00,3194,15,4,,
3974,3/15/04 0:00,1074,15,5,,
3975,3/15/04 0:00,2645,15,0,no germ,
3976,3/15/04 0:00,3198,1,5,,
3977,3/15/04 0:00,3197,1,3,,
3978,3/15/04 0:00,1076,1,1.5,,
3979,3/15/04 0:00,1085,1,3.63,,
3980,3/15/04 0:00,3196,1,0.75,,
3981,3/15/04 0:00,1550,1,4,,
3982,3/15/04 0:00,1551,1,2.5,,
3983,3/15/04 0:00,2681,1,3.88,,
3984,3/15/04 0:00,2682,1,3.5,,
3985,3/15/04 0:00,1554,1,2.75,,
3986,3/15/04 0:00,1555,15,5,,
3987,3/15/04 0:00,2647,15,5,,
3988,3/15/04 0:00,2648,1,0,,
3989,3/15/04 0:00,3242,1,0,,
3990,3/15/04 0:00,3227,15,4,,
3991,3/15/04 0:00,3200,1,3.25,,
3992,3/15/04 0:00,1560,1,2,,
3993,3/15/04 0:00,3199,1,1.63,,
3994,3/15/04 0:00,1561,1,1.5,,
3995,3/15/04 0:00,3201,1,3,,
3996,3/15/04 0:00,1562,1,3,,
3997,3/15/04 0:00,2749,15,0.75,,
3998,3/15/04 0:00,1303,15,4,,
3999,3/15/04 0:00,1132,15,0,,
4000,3/15/04 0:00,2652,1,2.5,,
4001,3/15/04 0:00,1144,1,3,,
4002,3/15/04 0:00,1574,1,3,,
4003,3/15/04 0:00,3140,1,3,,
4004,3/15/04 0:00,1575,1,3,,
4005,3/15/04 0:00,3142,1,3,,
4006,3/15/04 0:00,2996,1,0.13,,
4007,3/15/04 0:00,1576,1,0.63,,
4008,3/15/04 0:00,3240,1,0,,
4009,3/15/04 0:00,1305,1,1.5,,
4010,3/15/04 0:00,3241,1,0,,
4011,3/15/04 0:00,3143,1,1.38,,
4012,3/15/04 0:00,3491,1,2.5,,
4013,3/15/04 0:00,3202,1,1.13,,
4014,3/15/04 0:00,362,33,4.72,,
4015,3/15/04 0:00,3204,1,3.25,,
4016,3/15/04 0:00,3203,1,3,,
4017,3/15/04 0:00,3205,1,5,,
4018,3/15/04 0:00,1625,1,6,,
4019,3/15/04 0:00,1625,15,8,,
4020,3/15/04 0:00,2657,1,1,,
4021,3/15/04 0:00,3206,1,2.5,,
4022,3/15/04 0:00,1221,1,1.5,,
4023,3/26/05 0:00,3930,2,41,40-7/8,
4024,3/26/05 0:00,3935,2,47,,
4025,3/26/05 0:00,3932,2,20.5,,
4026,3/26/05 0:00,3152,2,19.5,,
4027,3/26/05 0:00,3151,2,8.5,,
4028,3/26/05 0:00,3150,2,29.5,,
4029,3/26/05 0:00,1525,2,10,,
4030,3/27/05 0:00,3931,2,10,,
4031,3/27/05 0:00,1514,2,9,,
4032,3/27/05 0:00,3928,2,19,,
4033,3/27/05 0:00,1515,2,20,,
4034,3/27/05 0:00,3937,2,10,,
4035,3/27/05 0:00,3929,2,10,,
4036,3/27/05 0:00,1598,2,20,,
4037,3/27/05 0:00,3936,2,10,,
4038,3/27/05 0:00,1599,2,20,,
4039,3/27/05 0:00,2880,2,21,,
4040,3/27/05 0:00,2633,2,22,,
4041,3/27/05 0:00,3934,2,20,,
4043,4/2/05 0:00,1559,2,27,don't buy pelleted seed,
4044,4/2/05 0:00,1402,2,13,,
4045,4/2/05 0:00,3172,2,11,,
4046,4/2/05 0:00,1252,2,8,8/3/08,
4047,4/5/05 0:00,1540,2,9,,
4048,4/5/05 0:00,1539,2,6,,
4049,4/5/05 0:00,1232,2,11,,
4050,4/5/05 0:00,1228,2,20,,
4051,4/5/05 0:00,3155,2,12,,
4052,4/5/05 0:00,1535,2,12,,
4053,4/5/05 0:00,1541,2,30,,
4055,4/6/05 0:00,1229,2,21,,
4056,4/6/05 0:00,1530,2,20.5,,
4057,4/6/05 0:00,1531,2,23,22-3/4,
4058,4/6/05 0:00,1532,2,17,,
4059,4/6/05 0:00,1533,2,17,,
4060,4/6/05 0:00,1534,2,25,,
4061,4/6/05 0:00,1529,2,15,,
4062,4/7/05 0:00,1548,2,16,,
4063,4/7/05 0:00,3153,2,18.5,,
4064,4/7/05 0:00,1545,2,22.6,,
4065,4/7/05 0:00,1547,2,16,,
4066,4/7/05 0:00,3651,2,9,8/7/08,
4067,4/7/05 0:00,3650,2,15,,
4068,4/7/05 0:00,3704,2,4,,
4069,4/7/05 0:00,3633,2,6,,
4070,4/7/05 0:00,1546,2,8,8/3/08,
4071,4/7/05 0:00,247,2,3,,
4072,4/8/05 0:00,1223,2,9,,
4073,4/8/05 0:00,1224,2,8,,
4074,4/8/05 0:00,1695,2,17,,
4075,4/8/05 0:00,1592,2,5,,
4076,4/8/05 0:00,1618,2,8,,
4077,4/8/05 0:00,2608,1,10,,
4078,4/9/05 0:00,1628,2,12,,
4080,4/9/05 0:00,1504,2,8,,
4081,4/9/05 0:00,1503,2,8,,
4082,4/11/05 0:00,1482,2,10,,
4083,4/11/05 0:00,1479,2,12,,
4084,4/11/05 0:00,2614,2,12,,
4085,4/11/05 0:00,3658,1,3,,
4086,4/9/05 0:00,3668,1,2,,
4087,4/13/05 0:00,1193,1,8,,
4088,4/13/05 0:00,3669,1,2.5,,
4089,4/13/05 0:00,3667,1,10,,
4090,4/13/05 0:00,2612,1,12,,
4091,4/13/05 0:00,1476,1,34,,
4092,4/13/05 0:00,1475,1,12,,
4093,4/13/05 0:00,1474,1,10,,
4094,4/13/05 0:00,3162,1,12,,
4095,4/13/05 0:00,1481,1,21,,
4096,4/13/05 0:00,1484,1,21,,
4097,4/13/05 0:00,1480,1,10,,
4098,4/13/05 0:00,1472,1,14,,
4099,4/13/05 0:00,1483,1,10,,
4100,4/13/05 0:00,2613,1,12,,
4102,4/13/05 0:00,4112,2,3,3/1/08,
4103,4/13/05 0:00,4113,2,4.5,,
4104,4/14/05 0:00,1243,1,10,,
4105,4/14/05 0:00,1366,1,8,,
4106,4/18/05 0:00,2605,1,10,,
4108,4/16/05 0:00,1630,15,8.4,,
4109,4/16/05 0:00,1588,2,25,,
4110,4/16/05 0:00,1580,2,15,,
4111,4/16/05 0:00,1581,2,12,,
4112,4/16/05 0:00,1586,2,12,,
4113,4/16/05 0:00,1587,2,21,,
4114,4/16/05 0:00,3673,2,8,,
4115,4/16/05 0:00,3671,2,12,,
4116,4/16/05 0:00,1584,2,12,,
4117,4/17/05 0:00,1344,2,52,,
4118,4/17/05 0:00,1342,2,1,,
4119,4/17/05 0:00,1625,1,13,,
4120,4/17/05 0:00,3678,2,4,,
4121,4/17/05 0:00,3679,2,3,,
4122,4/17/05 0:00,3659,15,2,,
4123,4/18/05 0:00,3712,2,10,,
4124,4/18/05 0:00,1570,2,5,,
4125,4/18/05 0:00,1571,2,4,,
4126,4/18/05 0:00,3660,2,4,,
4127,4/18/05 0:00,1477,2,20,,
4128,4/18/05 0:00,1478,2,8,,
4129,4/18/05 0:00,1350,15,7,,
4130,4/18/05 0:00,3402,15,8,,
4131,4/18/05 0:00,1351,15,6,,
4132,4/18/05 0:00,1342,2,14,,
4133,4/18/05 0:00,1343,2,13,13-3/8,
4134,4/18/05 0:00,1327,2,4,,
4135,4/18/05 0:00,1329,2,4,,
4136,4/18/05 0:00,1565,2,6,,
4137,4/18/05 0:00,1568,2,10,,
4138,4/18/05 0:00,322,2,4,,
4139,4/18/05 0:00,278,2,4,,
4140,4/18/05 0:00,1569,2,10,,
4141,4/18/05 0:00,1559,2,6,,
4142,4/19/05 0:00,1439,2,17,,
4143,4/19/05 0:00,1448,2,16,,
4144,4/19/05 0:00,1433,2,18,,
4145,4/19/05 0:00,1434,2,22,,
4146,4/19/05 0:00,1440,2,17,,
4147,4/19/05 0:00,1445,2,28,,
4148,4/19/05 0:00,1441,2,15.5,15-5/8,
4149,4/19/05 0:00,1435,2,11.75,,
4150,4/19/05 0:00,1438,2,14,,
4151,4/20/05 0:00,1432,2,28.5,,
4152,4/20/05 0:00,2297,2,61,,
4153,4/20/05 0:00,1426,2,20.125,,
4154,4/20/05 0:00,2610,2,11.25,,
4155,4/20/05 0:00,3160,2,14.75,,
4156,4/21/05 0:00,1443,2,12,,
4157,4/21/05 0:00,1430,2,10,,
4158,4/21/05 0:00,1429,2,22,,
4159,4/21/05 0:00,2611,2,12,,
4160,4/21/05 0:00,1437,2,6.625,,
4161,4/21/05 0:00,1436,2,14,,
4162,4/21/05 0:00,1447,2,12.5,,
4163,4/21/05 0:00,2609,2,11.75,,
