ItemID,Inactive,Item,Variety,Color,ShouldStock,TypeID,LabelDescription,Definition,PictureLayout,PictureLink,SunConditions
8738,False,PLECTRANTHUS,Variegated Lobster Claw,nan,False,6.0,"Forming a nice sized shrub reaching a height and spread of about 18"", Lobster Claw has super fragrant foliage of mid-green and pea green - randomly edged in creamy white. Blue spikey blooms appear midsummer. Grow in part sun to shade in well draining soil.",nan,nan,nan,sun.jpg
8739,False,Mum,Gigi Coral,nan,False,6.0,nan,nan,nan,nan,blank.jpg
8317,True,Argyranthemum,Grandaisy Dark Pink,Pink,False,6.0,"Ht. 18-24"" Drought tolerant and lovely ""Marguerites"".",nan,nan,nan,sun.jpg
8318,True,Argyranthemum,Grandaisy Red,Red,False,6.0,"Ht. 18-24"" Drought tolerant and lovely ""Marguerites"". A profusion of remarkably large daisy-style flowers with bold red petals surrounding bright yellow centers on a vigorous, mounded plant with green, finely serrated foliage. This vibrant annual provides tremendous early season color for patio containers or garden beds. Blooms continuously throughout summer in cooler summer regions.",nan,nan,nan,sun.jpg
8319,True,Argyranthemum,Grandaisy White,White,False,6.0,"Ht. 18-24"" Drought tolerant and lovely ""Marguerites"".",nan,nan,nan,sun.jpg
8320,True,Argyranthemum,Grandaisy Yellow,Yellow,False,6.0,"Ht. 18-24"" Drought tolerant and lovely ""Marguerites"", with big beautiful blooms.",nan,nan,nan,sun.jpg
8321,False,Artemisia,Fancifillers Sea Salt,Silver,False,6.0,"Ht. 6"" Sea Salt has a beautiful display of soft, velvety silver gray leaves that provides a wonderful accent to other flowering plants. ... Perennial to Zone 5, Sea Salt can be used as a quick filler in annual combinations or planted in the ground as a perennial bedding plant.",nan,nan,nan,blank.jpg
8322,True,Coleus,Big Blonde,Chartresuse,False,6.0,Upright lime colored coleus with faint purple veination.,nan,nan,nan,part-sun_shade.jpg
8323,True,Coleus,Royalty,Maroon,False,6.0,Deep maroon leaves are serrately-elongated featuring a flash of hot pink down the center. Reaches 14 to 20 inches tall and wide. Excellent in containers or borders.,nan,nan,nan,part-sun_shade.jpg
8324,False,Euphorbia,Stardust Superflash,White,False,6.0,"This beautiful flower has a compact nature and a well-mounding growth habit. It has a spread of 10 to 12 inches, requiring a space of 10-12 inches to properly grow, and has an optimal height of 8 to 12 inches. Euphoric White is wonderful for hanging baskets, patio containers, or as a border crop. This variety is also resistant to deer. S",nan,nan,nan,blank.jpg
8325,True,Evolvulus,Beach Bum,Blue,False,6.0,"This award winning variety outperforms all other evolvulus on the market. Butterflies, hummingbirds, and bees love the nectar-rich blooms. Self cleaning plants are very adaptable and not fussy. Drought tolerant once established. Prefers well-drained soil. Deerresistant. Height: 6 Spread: 12",nan,nan,nan,sun.jpg
8326,True,Gaura,Belleza White,White,False,6.0,"Ht. 12-18"" This native pollinator features excellent branching and an upright habit. Performs in high humidity and extreme heat. Works well as a companion plant, in containers as thriller items, and in the landscape. 
One of the most compact, well-branched white Gauras on the market.",nan,nan,nan,sun.jpg
8327,True,Impatiens,New Guineas Super Sonic Dark Red,Dark Red,False,6.0,"Ht. 14-16"" Shade tolerant with a well-branching nature and compact growth habit. These beautiful plants offer large, round, vibrant flowers, appearing early in the season and forming a canopy of color which continues in warm weather conditions. The lush green or red foliage grows to form upright, rounded mounds covered by five-pedaled, flattened flowers.",nan,nan,nan,part-sun_shade.jpg
8328,True,Impatiens,New Guineas Super Sonic Hot Pink,Hot Pink,False,6.0,"Ht. 14-16"" Shade tolerant with a well-branching nature and compact growth habit. These beautiful plants offer large, round, vibrant flowers, appearing early in the season and forming a canopy of color which continues in warm weather conditions. The lush green or red foliage grows to form upright, rounded mounds covered by five-pedaled, flattened flowers.",nan,nan,nan,part-sun_shade.jpg
8329,True,Impatiens,New Guineas Super Sonic Lilac,Lilac,False,6.0,"Ht. 14-16"" Shade tolerant with a well-branching nature and compact growth habit. These beautiful plants offer large, round, vibrant flowers, appearing early in the season and forming a canopy of color which continues in warm weather conditions. The lush green or red foliage grows to form upright, rounded mounds covered by five-pedaled, flattened flowers.",nan,nan,nan,part-sun_shade.jpg
8330,True,Impatiens,New Guineas Super Sonic Orange Ice,Orange,False,6.0,"Ht. 14-16"" Shade tolerant with a well-branching nature and compact growth habit. These beautiful plants offer large, round, vibrant flowers, appearing early in the season and forming a canopy of color which continues in warm weather conditions. The lush green or red foliage grows to form upright, rounded mounds covered by five-pedaled, flattened flowers.",nan,nan,nan,part-sun_shade.jpg
8331,True,Impatiens,New Guineas Super Sonic Red,Red,False,6.0,"Ht. 14-16"" Shade tolerant with a well-branching nature and compact growth habit. These beautiful plants offer large, round, vibrant flowers, appearing early in the season and forming a canopy of color which continues in warm weather conditions. The lush green or red foliage grows to form upright, rounded mounds covered by five-pedaled, flattened flowers.",nan,nan,nan,part-sun_shade.jpg
8332,True,Impatiens,New Guineas Super Sonic White,White,False,6.0,"Ht. 14-16"" Shade tolerant with a well-branching nature and compact growth habit. These beautiful plants offer large, round, vibrant flowers, appearing early in the season and forming a canopy of color which continues in warm weather conditions. The lush green or red foliage grows to form upright, rounded mounds covered by five-pedaled, flattened flowers.",nan,nan,nan,part-sun_shade.jpg
8334,True,Lantana,Bandana Landscape Clementine,Red/Orange,False,6.0,"Ht. 13"" Spread 30"" Lantanas are native to several tropical regions and popular as heat-tolerant annuals for gardens and containers. Their clusters of tiny blooms come in a good range of colors and are loved by butterflies. They may be upright or trailing, depending on the variety chosen, but all have nicely textured foliage and good drought tolerance.",nan,nan,nan,sun.jpg
8335,True,Lantana,Bandolero Gauva,Peach,False,6.0,"Ht. 18-24"" Bigger, bolder and the best choice for larger containers. Large blooms are paired with vigorous habits for show-stopping performance. Ideal for northern regions that need more vigor and southern growers that want big and bold containers.",nan,nan,nan,sun.jpg
8336,True,Lantana,Bandolero Pink,Pink,False,6.0,"Ht. 18-24"" Bigger, bolder and the best choice for larger containers. Large blooms are paired with vigorous habits for show-stopping performance. Ideal for northern regions that need more vigor and southern growers that want big and bold containers.",nan,nan,nan,sun.jpg
8337,True,Lantana,Bandolero Pineapple,Yellow,False,6.0,"Ht. 18-24"" Bigger, bolder and the best choice for larger containers. Large blooms are paired with vigorous habits for show-stopping performance. Ideal for northern regions that need more vigor and southern growers that want big and bold containers.",nan,nan,nan,sun.jpg
8338,True,Lantana,Bandolero Red,Red,False,6.0,"Ht. 18-24"" Bigger, bolder and the best choice for larger containers. Large blooms are paired with vigorous habits for show-stopping performance. Ideal for northern regions that need more vigor and southern growers that want big and bold containers.",nan,nan,nan,sun.jpg
8339,False,Lantana,Bandolero White,White,False,6.0,"Ht. 18-24"" Bigger, bolder and the best choice for larger containers. Large blooms are paired with vigorous habits for show-stopping performance. Ideal for northern regions that need more vigor and southern growers that want big and bold containers.",nan,nan,nan,sun.jpg
8340,True,Petunia,Surfinia Giant Blue,Blue,False,6.0,"Ht. 5-7"" with a spread over 3' Blue to purple flowers.",nan,nan,nan,sun.jpg
8341,True,Petunia,Surfinia Giant Purple,Magenta,False,6.0,"Ht. 5-7"" with a spread over 3' Magenta purple flowers.",nan,nan,nan,sun.jpg
8342,True,Petunia,Surfinia Patio Yellow,Yellow,False,6.0,"Ht. 8-12"" with a spread 12-18""",nan,nan,nan,sun.jpg
8343,True,Petunia,Surfinia Sumo Pink,Pink,False,6.0,"Ht. 18-22"" with a spread 35-55"" Big and Bold!
Bred for landscapes, Surfinia Sumo is perfect for large containers, hanging baskets, and beds. Gorgeous mounds of large flowers bursting with colors!",nan,nan,nan,sun.jpg
8344,True,Petunia,Surfinia Sumo Plum,Plum,False,6.0,"Ht. 18-22"" with a spread 35-55"" Big and Bold!
Bred for landscapes, Surfinia Sumo is perfect for large containers, hanging baskets, and beds. Gorgeous mounds of large flowers bursting with colors!",nan,nan,nan,sun.jpg
8346,True,Petunia,Surfinia White,White,False,6.0,"Ht. 8-12"" with a spread of 12-18"" Outstanding garden performance, extremely fast-growing, profuse bloomers that are self-cleaning and have superb weather tolerance!",nan,nan,nan,sun.jpg
8347,True,Petunia,Surprise Cobalt Blue,Blue,False,6.0,"Height: 8-12"" Spread: 18-24"" This plant grows up & out, creating a waterfall or ripple effect depending on basket or garden application. Solid choice for the landscape or large containers.",nan,nan,nan,sun.jpg
1,True,Abutilon,Bartley Schwartz,Tangerine,False,6.0,"Ht. 18""  Rangey upright habit, tangerine blooms with veining.",nan,nan,nan,all.jpg
2,True,Abutilon,China Bells,Yellow,False,6.0,Foliage mottled with yellow; yellow flowers with red centers.,nan,nan,nan,all.jpg
3,True,Abutilon,Clementine,Red,False,6.0,"Ht. 2.5-3' Upright habit with 2"" red blossoms.",nan,Landscape,abutilon_clementine.jpg,all.jpg
4,True,Abutilon,Dwarf Red,Red,False,6.0,"Ht. 12-18"" Compact plant that blooms profusely.",nan,nan,nan,all.jpg
5,True,Abutilon,Huntington Pink,Pink,False,6.0,Nodding pink blooms on fast growing trailer.,nan,nan,nan,all.jpg
6,True,Abutilon,Kentish Belle,Yellow,False,6.0,"Yellow nodding blooms on bushy, dense-growing trailer.",nan,nan,abu_Kentish Belle.jpg,all.jpg
7,True,Abutilon,Linda Vista,Peach,False,6.0,Upright grower with peach colored petals and a contrasting red calyx.,nan,nan,nan,all.jpg
8,True,Abutilon,Mobile Pink,Pink,False,6.0,"Upright habit, 2' with 2"" clear pink blooms.",nan,Landscape,abutilon_MobilePink.jpg,all.jpg
9,True,Abutilon,Moonchimes,Yellow,False,6.0,"Tall plant (up to 4') with 2"" yellow blooms.",nan,Landscape,abutilon_moonchimes.jpg,all.jpg
10,True,Abutilon,Snow Queen,White,False,6.0,"Tall upright white, up to 4', with 2"" blooms.",nan,nan,nan,all.jpg
11,True,Abutilon,Souveneir de Bonn,Orange,False,6.0,"Variegated foliage with orange bloom, upright to 4'.",nan,Landscape,abutilon_SouvenirDeBonn.jpg,all.jpg
12,True,Abutilon,Summer Sherbert,Mix,False,6.0,"Mixed pastel shades, up to 22"", upright habit.",nan,Portrait,abutilon_SummerSherbert.jpg,all.jpg
13,True,Abutilon megapotaticum,Variegated,Red,False,6.0,"Upright form, chartreuse and yellow variegated foliage, orange bell-like flowers.",nan,Landscape,abutilon_megapoticum_var.jpg,all.jpg
15,True,Acalypha,Green Sport,nan,False,6.0,Green variegated form of A. Wilskiana.,nan,nan,nan,sun.jpg
18,True,Acalypha obovata,nan,Bronze,True,6.0,"Ht. 2' Upright form of copper plant, ovate leaves with distinct color patterns and margination.",nan,nan,nan,sun.jpg
19,True,Acalypha wilksiana,Copper Plant,Red,True,6.0,"Ht. 2-3' Upright tropical shrub attractive copper-bronzey foliage, loves heat.",nan,Landscape,Acalypha_wilkesiana.jpg,sun.jpg
20,True,Acorus,Sweet Flag,nan,False,6.0,Non-hardy variegated sedge for wet areas or water gardens.,nan,Landscape,Acorus_calamus_Variegatus.jpg,sun.jpg
21,True,Agapanthus,Peter Pan,Blue,False,6.0,"Hardy perennial, blue flowers lasting 2-3 weeks midsummer.",nan,nan,nan,part-sun_sun.jpg
22,True,Agastache,Firebird,Red,False,6.0,"Ht. 14-18"" Aromatic with brick red florets.",nan,nan,nan,part-sun_sun.jpg
23,True,Agastache,Tutti Frutti,Pink,False,6.0,Fast growing aromatic plant with purple-magenta flowers for back of the border.,nan,Landscape,agastache_tuttifrutti.jpg,sun.jpg
24,True,Agastache foeniculum,"""Anise Hyssop""",Blue Purple,False,7.0,"Ht. 36-48"" Blooms Jun-Sept. Blue spike blooms, with aromatic licorice scented leaves, good cut flower.",nan,Landscape,nan,sun.jpg
25,True,Agastache rupestris,nan,Rose,False,6.0,"Ht. 24"" Blooms Jun-Sept. True to species. Aromatic grey-green foliage with abundant rose-orange flowers.",nan,Landscape,agastache_rupestris.jpg,sun.jpg
26,True,Ajainia,nan,nan,False,6.0,"Silver foliage, upright member of the mum family, insignificant yellow blooms late fall.",nan,nan,nan,sun.jpg
27,True,Alternanthera rubignosa,Joseph's Coat,nan,False,6.0,"Refined cultivar, compact, small reddish leaves.",nan,Landscape,Alternanthera_ficoidea.jpg,part-sun_sun.jpg
29,True,Alternanthera rubignosa,Tricolor,nan,False,6.0,"Slow growing form with ""exotic looking foliage""",nan,nan,nan,part-sun_sun.jpg
30,True,Angelonia,Mandarin Blue,Blue,False,6.0,"Bronzy dark foliage, deep blue blooms, 14-20"".",nan,nan,nan,sun.jpg
32,True,Angelonia,Blue Pacific,Purple/White,False,6.0,Bicolored blue/white bloom.,nan,Landscape,angelonia_bluepacific.jpg,sun.jpg
33,True,Anisodontea hypomandarum,nan,Pink,False,6.0,"Mallow family, shrubby up to 4'. Covered all year with 1.5"" pink blooms except in dead middle of summer.",nan,Landscape,anisodontea_hypomandarum.jpg,sun.jpg
35,False,Arctotis,Miller's Purple,Magenta,False,6.0,Magenta/deep pink blooms - the deepest we have yet to see.,nan,nan,nan,sun.jpg
37,True,Artichoke,Green Globe,nan,False,6.0,"Ht. 3' Round-shaped, edible mid to late August.",nan,nan,nan,sun.jpg
38,True,Asarina,Red Dragon,nan,False,6.0,"Much larger plant than Victoria Falls, brick red 3"" blooms with white anthers. Blooms till frost.",nan,nan,nan,part-sun_sun.jpg
39,True,Asarina,Victoria falls,nan,False,6.0,"Tubular rose blossoms, trailing habit. Flowers from mid June to frost.",nan,nan,nan,part-sun_sun.jpg
40,True,Bacopa,nan,Brick red,False,6.0,Brick red flower on trailing habit.,nan,nan,nan,sun.jpg
41,True,Bacopa variegata,nan,nan,False,6.0,"Green and chartreuse variegated foliage, white blossoms.",nan,nan,nan,part-sun_sun.jpg
42,True,Balotta nigra,nan,nan,False,6.0,Pink blossoms with showy foliage. Fast growing non-hardy mint. Pungent.,nan,Landscape,Ballota_nigra.jpg,part-sun_sun.jpg
43,True,Barleria,nan,Blue,False,6.0,"Upright growth habit (22-26""). Blue blooms. Pinch to shape.",nan,nan,nan,part-sun_sun.jpg
44,True,Basil,Ornamental African,nan,False,6.0,"Aromatic, rose blooms on variegated foliage, 18-24"" tall, pinch it to shape.",nan,nan,nan,sun.jpg
45,True,Begonia,Art Hodes,White,True,6.0,"White flower spikes born high over unusual felty foliage. Fast grower, easy and impressive.",nan,nan,nan,pt-sun_shade.jpg
47,True,Begonia,Burning Bush,nan,False,6.0,"Upright and bushy, pink blooms. Easy grower.",nan,nan,nan,part-sun.jpg
48,True,Begonia,Chuck B Jaros,nan,False,6.0,"Upright, tall cane type with white blooms.",nan,nan,nan,pt-sun_shade.jpg
49,True,Begonia,Good 'n Plenty,nan,False,6.0,Trailer with profuse pendular light pink blooms.,nan,nan,nan,pt-sun_shade.jpg
50,True,Begonia,Iron Cross,nan,True,6.0,"Firm, puckered leaves, marked with bold brown-red cross pattern in leaf center. Greenish white flowers appear in March-May.",nan,nan,nan,pt-sun_shade.jpg
51,True,Begonia,Lil Brother Montgomery,nan,True,6.0,Shade lover. Don't over-water.,nan,nan,nan,pt-sun_shade.jpg
52,True,Begonia,Panasofree,nan,False,6.0,"Large leaved,tall white spikes, large plant.",nan,nan,nan,pt-sun_shade.jpg
53,True,Begonia,Rex Unnamed,nan,False,6.0,"Shade plant, attractive foliage for specimen pots or mixed containers.",nan,nan,nan,part-sun.jpg
54,True,Begonia,Whatalahoochee,nan,True,6.0,"Trailing habit for containers and hangers,white blossoms year round.  Awesome plant!",nan,nan,nan,pt-sun_shade.jpg
55,True,Begonia,Round Leaf,nan,False,6.0,"Trailing habit,white blooms in mixed containers and hangers.",nan,nan,nan,pt-sun_shade.jpg
56,True,Begonia coccinea,nan,nan,True,6.0,"Tall cane type, blood red pendular blooms, year round.  Non hardy.",nan,nan,nan,pt-sun_shade.jpg
59,True,Brugmansia,Charles Grimaldi,Yellow,True,6.0,Fast growing yellow/orange with strongly recurved flower petals.,nan,Portrait,Brugmansia_Grimaldi.jpg,sun.jpg
60,True,Brugmansia,Cypress Garden,White,False,6.0,Fragrant white recurved blooms.,nan,nan,nan,sun.jpg
61,True,Brugmansia,Double White,White,False,6.0,Clear double white form.,nan,Landscape,Brugmansia_dblwhite.jpg,sun.jpg
62,True,Brugmansia,Dr. Seuss,Orange,False,6.0,Fast grower and profuse bloomer of yellow orange blossoms.,nan,nan,nan,sun.jpg
63,True,Brugmansia,Ecuador Pink,Light Pink,True,6.0,Very light pink colored blossom.,nan,nan,nan,sun.jpg
64,True,Brugmansia,Jamican Yellow,Light Yellow,False,6.0,"Lemon yellow blooms, highly fragrant.",nan,nan,nan,sun.jpg
65,True,Brugmansia,Jean Pasco,Yellow,False,6.0,Fragrant yellow blooms with darker edging.,nan,nan,nan,sun.jpg
66,True,Brugmansia,Sunray,Lemon,False,6.0,"Big blooms, awesome plant",nan,nan,nan,sun.jpg
67,True,Brugmansia insignis,White,White,False,6.0,Large dramatically flared trumpets of white.,nan,nan,nan,sun.jpg
68,True,Brugmansia sauveolens,nan,nan,False,6.0,Species form.,nan,nan,nan,sun.jpg
70,True,Canna,Futurity,Apricot,False,6.0,2.5' Tall with apricot colored bloom.,nan,nan,nan,sun.jpg
71,True,Canna,Futurity,Pink,False,6.0,"2.5' Tall with pink bloom, burgundy foliage.",nan,nan,nan,sun.jpg
72,True,Canna,Praetorian,Orange,False,6.0,"Striking variegation with bright orange bloom, up to 4' tall.",nan,nan,nan,sun.jpg
73,True,Canna,Futurity,Red,False,6.0,"3' Tall, deep red bloom, burgundy foliage.",nan,nan,nan,sun.jpg
74,True,Canna,Futurity,Rose,False,6.0,3' Tall Bronze leaf with rose pink blooms.,nan,nan,nan,sun.jpg
75,True,Canna,Striata,Orange,False,6.0,"Striking chartreuse variegation, 4' with orange bloom.",nan,nan,nan,sun.jpg
76,True,Canna,Strybing,Red/Yellow,False,6.0,"Lanceolate leave, fast grower to 4', small red and yellow bloom with dark flecking.",nan,nan,nan,sun.jpg
77,True,Canna,Futurity,Yellow,False,6.0,"3' Tall canna, lemon yellow bloom.",nan,nan,nan,sun.jpg
78,True,Canna flaccida,nan,Red,False,6.0,Delicate red blooms on green foliage with reddish veination and margins.,nan,Landscape,Canna_flaccida.jpg,sun.jpg
79,True,Canna indica,nan,Red,False,6.0,"Single red blooms, green foliage, fast grower and prolific.",nan,Landscape,Canna_indica.jpg,sun.jpg
80,True,Cardoon,nan,nan,False,6.0,"Ht. 3-6' Jagged gray leaves up to 3' long. Beautiful lavender-purple, thistle-shaped flowers that bloom in late summer and fall.",nan,nan,nan,sun.jpg
81,True,Caryopteris,nan,nan,False,6.0,3-5' shrub (non hardy) with fragrant pink spikes.,nan,nan,nan,sun.jpg
82,True,Caulanthus inflatus,nan,nan,False,6.0,"Ht. 18-24"" Yellow stems; terminal tip and buds are dark purple. Small petals are bicolor purple and white.",nan,nan,nan,sun.jpg
83,True,Centradenia,nan,nan,False,6.0,"Bronze trailer, fast and easy grower, magenta blossoms during cool periods.",nan,nan,nan,part-sun_sun.jpg
84,True,Centranthemum,Brazilian Button,nan,True,6.0,Tough little fast growing bushy upright. Blue thistle like flowers. Easy and  heat/drought tolerant.,nan,nan,nan,part-sun_sun.jpg
85,True,Ceratotheca,"""South African Foxglove""",nan,False,6.0,"Ht. 5' Handsome South African annual with slender spikes of lilac, Foxglove-like flowers.",nan,nan,nan,sun.jpg
86,True,Cestrum elegans,nan,nan,True,6.0,"Up to 18"" high, blooms on a composite stem with red candles, blooms indoors in winter.",nan,nan,nan,part-sun_sun.jpg
88,True,Cobaea scandens,Purple Climber,nan,False,6.0,Vigorous climber with pale violet or purple flowers late in the season.,nan,Landscape,Cobaea_scandens.jpg,part-sun_sun.jpg
90,True,Coleus,Alabama Sunset,nan,False,6.0,"Ht.18-32"".  Large leaved upright type with mottled copper and scarlet layers over yellow/bronze.",nan,Landscape,Coleus_AlabamaSunset.jpg,pt-sun_shade.jpg
91,True,Coleus,Arabian Nights,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
92,True,Coleus,Big Red,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
93,True,Coleus,Brocade,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
94,True,Coleus,Catigny Royale,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
95,True,Coleus,Dark Red,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
97,True,Coleus,Ella Cinders,nan,False,6.0,"Ht. 15-18"" An upright variety with vigorous growth habits. Deep burgundy leaves dappled with apple green splotches.",nan,nan,nan,pt-sun_shade.jpg
98,True,Coleus,Gilda,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
99,True,Coleus,India Frills,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
100,True,Coleus,Inky Fingers,nan,True,6.0,"Ht. 15-18"" This plant has vigorous and mounding growth and has been a favorite here at Edgewater. This plant has a distinct leave shape and vibrant purple and green coloring.",nan,nan,nan,pt-sun_shade.jpg
102,True,Coleus,Kiwi Fern,nan,False,6.0,"Ht. 15-18"" This Coleus goes well in mixed plantings because of its extensive color pallet.",nan,nan,nan,pt-sun_shade.jpg
103,True,Coleus,Mardi Gras,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
104,True,Coleus,Max Levering,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
105,True,Coleus,New Hurricane,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
106,True,Coleus,Pagoda,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
107,True,Coleus,Penny,nan,False,6.0,"Colored just like a penny, but not as common.",nan,nan,nan,pt-sun_shade.jpg
108,True,Coleus,Sarah Marion,nan,True,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
109,True,Coleus,Saturn,nan,False,6.0,nan,nan,Landscape,Coleus_Saturn.jpg,pt-sun_shade.jpg
110,True,Coleus,Solar Shade,nan,False,6.0,nan,nan,Landscape,Coleus_SolarShade.jpg,pt-sun_shade.jpg
111,True,Coleus,The Line,nan,False,6.0,"Ht. 12-16"" A bushy upright with narrow chartreuse leaves with a thin purple line running down the center.",nan,nan,nan,pt-sun_shade.jpg
112,True,Coleus,Victorian Ruffles,nan,False,6.0,nan,nan,nan,nan,pt-sun_shade.jpg
113,True,Colocasia,Black Elephant Ears,nan,False,6.0,Large clump forming  accent plant.  Can be used in extremely wet area.  Not hardy.,nan,nan,nan,pt-sun_shade.jpg
114,True,Columnea,nan,nan,False,6.0,"Slow growing showy heat plant, good winter houseplant.",nan,nan,nan,sun.jpg
115,True,Convolvulus sabatius,Blue Casbah,nan,True,6.0,"Sky blue 1"" flowers on airy trailing vine.  Stands alone  or mixes well in combinations.",nan,Landscape,Convolvulus_sabatius.jpg,part-sun_sun.jpg
116,True,Coprosma,Beacons Gold,nan,False,6.0,Interesting little container shrub for mixed containers.,nan,nan,nan,sun.jpg
117,True,Coprosma kirkii,nan,nan,False,6.0,"Low, slow growing trailer forhot dry container or herb garden.",nan,nan,nan,sun.jpg
119,True,Cuphea,David Verity,nan,False,6.0,"Glossy foliage, orange tubular bloom,upright to 20"".",nan,nan,nan,sun.jpg
120,True,Cuphea,Jean Compton,nan,False,6.0,"Bushy little plant,12"", covered with little orange/yellow tubular flowers.",nan,nan,nan,sun.jpg
121,True,Cuphea blepharophylla,nan,nan,False,6.0,"Red blooms on compact bushy shrub, 18"" tall.",nan,nan,nan,sun.jpg
122,True,Cuphea lanceolata,Firefly,nan,False,6.0,Dark red blossom with Mickey Mouse-like ears.,nan,nan,nan,sun.jpg
124,True,Cypress grass,nan,nan,False,6.0,"Tall(20-24"") umbrella leaved grass for water gardens or wet areas.",nan,nan,nan,part-sun_sun.jpg
125,True,Dahlia,Bednal Beauty,nan,False,6.0,"Red flowered, improved Bishop of Landaff type.",nan,nan,nan,sun.jpg
126,True,Dahlia,Bishop of Landaff,Red,False,6.0,"Red single bloom, 3"" across on upright plant up to 3' tall.",nan,Landscape,Dahlia_BishopLangdorff.jpg,sun.jpg
127,True,Dahlia,Rosella,Pink,False,6.0,"Excellent 3' dahlia for the  border, double  rose pink blooms on bronze foliage.",nan,nan,nan,sun.jpg
128,False,Datura,Belle Blanche,nan,False,6.0,"POISONOUS. Ht. 36"" Huge fragrant 7"" white blooms on strong stems. Very beautiful.",nan,nan,nan,part-sun_sun.jpg
129,True,Datura,Blackcurrant Swirl,nan,False,6.0,POISONOUS.,nan,nan,nan,part-sun_sun.jpg
131,True,Datura Sanguineus,nan,nan,False,6.0,POISONOUS. Ht. 4-6' Shiny leaves with red-floweres that blend yellow along the tube and then again to green towards the stalk.  New here 2007!,nan,nan,nan,part-sun_sun.jpg
132,True,Delosperma,nan,Pink,False,6.0,"Rose pink blossoms. Tough little plant who takes heat, poor soil and droughty conditions.",nan,Landscape,Delosperma.jpg,sun.jpg
133,True,Digitalis,Excelsior,nan,False,7.0,"Ht. 30-36"" Spikes w/spotted bells in shades of pink, white and purple.",nan,nan,nan,part-sun_sun.jpg
134,False,Digitalis purpurea,Alba,nan,True,7.0,"Ht. 24-36"" A biennial or short-lived perennial, with softly hairy leaves and tall, one-sided spires of pendant, tubular, creamy-white flowers.",nan,nan,nan,part-sun_sun.jpg
139,True,Episcia,nan,nan,False,6.0,"Shrubby compact little plant  with interesting foliage and  tiny white flowers in the cool part of the year,",nan,nan,nan,part-sun.jpg
141,True,Felicia amelloides,nan,nan,False,6.0,"Shrubby green plant  to 18"". Small  blue and yellow daisy like blooms",nan,Landscape,Felicia_amelloides.jpg,sun.jpg
142,True,Felicia amelloides variegata,nan,Blue,False,6.0,"Prostrate, low growing foliage, shy bloomer of 1"" blue daisy like blooms",nan,Landscape,Felicia_amelloides_Variegata.jpg,sun.jpg
143,True,Feverfew,nan,Chartreuse leaved,False,6.0,"Great little container accent, not hardy.",nan,nan,nan,part-sun_sun.jpg
144,True,Fuchsia,Amy Lye,Cream/Magenta,False,6.0,"Strong, fast growing upright, cream/magenta blooms.",nan,nan,nan,pt-sun_shade.jpg
145,True,Fuchsia,Anjoe,Red/Purple,False,6.0,"Red/purple blooms, trailer.",nan,nan,nan,pt-sun_shade.jpg
146,True,Fuchsia,Autumnalis,nan,False,6.0,Striking foliage.  Slow growing trailer.,nan,Landscape,Fuschia_autumnalis.jpg,pt-sun_shade.jpg
147,True,Fuchsia,AV Heinrich Henke,Pink,False,6.0,"Bronze foliage, deep pink tryphylla blooms, up to 20"" upright habit.",nan,nan,nan,pt-sun_shade.jpg
148,True,Fuchsia,Edward Goulding,Red,False,6.0,"Old tryphylla cultivar, red blooms, upright habit to 18"".",nan,nan,nan,pt-sun_shade.jpg
150,True,Fuchsia,Billy Greene,nan,False,6.0,"Tall upright, bronze foliage, pink tryphylla bloom.  Easy grower.",nan,nan,nan,pt-sun_shade.jpg
151,True,Fuchsia,Gartenmeister Bonstedt,Orange,False,6.0,"Orange tryphylla blooms on upright habit, to 28"".",nan,nan,nan,pt-sun_shade.jpg
152,True,Fuchsia,Herb de Jacque,Red/Purple,False,6.0,"Red/purple blooms on compact trailer, slower growing than other trailers.",nan,nan,nan,pt-sun_shade.jpg
154,True,Fuchsia,Lechlade Majician,Pink/Purple,False,6.0,"Choice little upright miniature, single pink and purple blossoms, heavy flowering.",nan,nan,nan,pt-sun_shade.jpg
155,True,Fuchsia,Lechlade Tinkerbell,Red/Pink,False,6.0,"Dwarf, bushy little upright (red and pink blooms) for pot or mixed container.",nan,nan,nan,pt-sun_shade.jpg
156,True,Fuchsia,Mephisto,Red/Purple,False,6.0,"Rugged fast grower, trailer, large red/purple single blooms. For mixed plant situations.",nan,nan,nan,pt-sun_shade.jpg
157,True,Fuchsia,Moline,Lavender,False,6.0,Upright shrubby miniature with delicate lavender single bloom.  Choice plant!,nan,nan,nan,pt-sun_shade.jpg
