PitchID,DatePitched,ItemID,UnitID,NumberOfUnits,PitchComments,PitchReason
473,2004-05-07 00:00:00,3534,5.0,2/15,,
474,2004-05-07 00:00:00,1415,6.0,16/28,,
475,2004-05-07 00:00:00,2343,6.0,1/28,,
476,2004-05-07 00:00:00,1414,6.0,13/28,,
477,2004-05-07 00:00:00,1408,6.0,2/28,,
478,2004-05-07 00:00:00,1409,6.0,4/28,,
479,2004-05-21 00:00:00,2294,5.0,1/15,,
480,2004-05-21 00:00:00,3534,5.0,3/15,,
481,2004-05-21 00:00:00,2139,5.0,8/15,,
482,2004-05-21 00:00:00,1375,15.0,1/10,,
483,2004-05-21 00:00:00,3084,5.0,1/15,,
484,2004-05-21 00:00:00,2804,5.0,2/15,,
485,2004-05-21 00:00:00,208,5.0,2/15,,
486,2004-05-21 00:00:00,2322,5.0,1/15,,
487,2004-05-21 00:00:00,2436,5.0,1/15,,
488,2004-05-21 00:00:00,3287,5.0,2/15,,
489,2004-05-21 00:00:00,1377,5.0,1/15,,
490,2004-06-10 00:00:00,1481,1.0,2/8,,
491,2004-05-24 00:00:00,2201,5.0,1/15,,
492,2004-05-24 00:00:00,2200,5.0,2/15,,
493,2004-05-24 00:00:00,1251,5.0,1/15,,
494,2004-05-24 00:00:00,2773,5.0,2/15,,
495,2004-05-24 00:00:00,2197,5.0,2/15,,
496,2004-05-24 00:00:00,2869,5.0,10/15,,
497,2004-06-12 00:00:00,2330,5.0,1/15,,
498,2004-06-12 00:00:00,3120,5.0,2/15,,
499,2004-06-12 00:00:00,3345,5.0,2/15,,
500,2004-06-12 00:00:00,2400,5.0,1/15,,
501,2004-06-12 00:00:00,3475,5.0,2/15,,
502,2004-11-01 00:00:00,1590,2.0,16/8,,
503,2004-11-01 00:00:00,2319,5.0,1/15,,
504,2004-11-01 00:00:00,1586,2.0,24/8,,Disease
505,2004-11-01 00:00:00,1587,2.0,35/8,,Disease
506,2004-11-01 00:00:00,725,6.0,26/28,,Overstock
507,2004-11-01 00:00:00,759,6.0,37/28,,Overstock
509,2004-11-01 00:00:00,2874,33.0,26/18,,Disease
510,2004-11-01 00:00:00,727,6.0,12/28,,Overstock
511,2004-11-01 00:00:00,736,6.0,13/28,,Overstock
512,2004-11-01 00:00:00,724,6.0,6/28,,Overstock
513,2004-11-01 00:00:00,1581,2.0,7/8,,Disease
514,2004-11-01 00:00:00,747,2.0,6/8,,Overstock
515,2004-11-01 00:00:00,745,2.0,16/8,,Overstock
516,2004-06-09 00:00:00,1409,5.0,20/15,,
517,2004-11-01 00:00:00,919,19.0,1,,
518,2004-11-01 00:00:00,922,19.0,2,,
519,2004-11-01 00:00:00,841,19.0,1,,
520,2004-11-01 00:00:00,3550,19.0,1,,
521,2004-11-01 00:00:00,3254,19.0,2,,
522,2004-11-01 00:00:00,804,19.0,2,,
523,2004-11-01 00:00:00,798,19.0,6,,
524,2004-11-01 00:00:00,799,19.0,3,,
525,2004-11-01 00:00:00,2632,2.0,34/8,,
527,2004-11-01 00:00:00,675,1.0,130/8,,
528,2004-05-20 00:00:00,667,1.0,3/8,,
529,2004-05-20 00:00:00,669,2.0,13/8,,
530,2004-05-20 00:00:00,668,2.0,17/8,,
531,2004-05-20 00:00:00,785,6.0,28/8,,
532,2004-05-20 00:00:00,673,6.0,2/28,,
533,2004-05-20 00:00:00,2940,6.0,3/28,,
534,2004-11-01 00:00:00,752,2.0,21/8,,
535,2004-05-14 00:00:00,1315,6.0,3/28,,
536,2004-11-01 00:00:00,1588,1.0,42/8,,Disease
537,2004-04-24 00:00:00,2397,5.0,1/15,,
538,2004-04-24 00:00:00,2398,5.0,3/15,,
539,2004-05-14 00:00:00,1308,1.0,5/8,,
540,2004-05-14 00:00:00,1410,6.0,1/28,,
541,2004-05-14 00:00:00,1414,6.0,3/28,,
542,2004-05-14 00:00:00,1415,6.0,3/28,,
543,2004-05-14 00:00:00,1416,6.0,5/28,,
544,2004-05-14 00:00:00,3015,6.0,4/28,,
545,2004-04-27 00:00:00,2168,5.0,1/15,,
546,2004-04-27 00:00:00,3534,5.0,2/15,,
547,2004-04-27 00:00:00,2406,5.0,2/15,,
548,2004-04-27 00:00:00,2139,5.0,3/15,,
549,2004-04-21 00:00:00,2294,5.0,1/15,,
550,2004-04-21 00:00:00,2339,5.0,1/15,,
551,2007-06-30 00:00:00,2133,5.0,1/15,,
552,2004-04-21 00:00:00,2351,5.0,1/15,,
553,2004-04-21 00:00:00,2201,5.0,2/15,,
554,2004-04-21 00:00:00,2169,5.0,2/15,,
555,2004-05-23 00:00:00,2821,5.0,1/15,,
556,2004-05-23 00:00:00,2339,5.0,1/15,,
557,2004-05-23 00:00:00,2163,5.0,1/15,,
558,2004-05-23 00:00:00,2171,5.0,1/15,,
559,2004-05-23 00:00:00,2167,5.0,1/15,,
560,2004-05-23 00:00:00,1695,2.0,4/8,,
561,2004-05-23 00:00:00,2176,5.0,3/15,,
562,2004-05-23 00:00:00,2804,5.0,1/15,,
563,2004-11-01 00:00:00,333,2.0,7/8,,
564,2004-05-27 00:00:00,2343,6.0,2/28,,
565,2004-05-27 00:00:00,1410,6.0,3/28,,
566,2004-05-27 00:00:00,1415,6.0,1/28,,
567,2004-05-27 00:00:00,3015,6.0,2/28,,
568,2004-05-15 00:00:00,1308,1.0,6/8,,
569,2004-05-16 00:00:00,1409,6.0,2/28,,
570,2004-11-01 00:00:00,1584,2.0,13/8,,
571,2004-05-08 00:00:00,2355,5.0,1/15,,
572,2004-05-08 00:00:00,2351,5.0,1/15,,
573,2004-05-08 00:00:00,2871,5.0,1/16,,
574,2004-11-01 00:00:00,918,1.0,3/8,bad soil?,
575,2004-11-01 00:00:00,1395,1.0,16/8,bad soil?,
576,2004-11-01 00:00:00,2600,1.0,11/8,bad soil?,
577,2004-11-01 00:00:00,2818,5.0,1/15,,
578,2004-11-01 00:00:00,2436,5.0,4/15,,
579,2004-11-01 00:00:00,2355,5.0,1/15,,
580,2004-11-01 00:00:00,2815,5.0,2/15,,
581,2004-11-01 00:00:00,2351,5.0,22/15,,
582,2004-11-01 00:00:00,3470,5.0,2/15,,
583,2004-11-01 00:00:00,1331,5.0,6/15,,
584,2004-11-01 00:00:00,2343,6.0,15/28,,
585,2004-11-01 00:00:00,2176,5.0,2/15,,
586,2004-11-01 00:00:00,2200,5.0,1/15,,
587,2004-11-01 00:00:00,2171,5.0,1/15,,
588,2004-11-01 00:00:00,3534,5.0,2/15,,
589,2004-11-01 00:00:00,2537,19.0,2,,
590,2004-11-01 00:00:00,834,19.0,2,,
591,2004-11-01 00:00:00,1067,19.0,1,,
592,2004-11-01 00:00:00,1414,6.0,17/28,,
593,2004-11-01 00:00:00,3474,5.0,1/15,,
594,2004-11-01 00:00:00,3473,5.0,1/15,,
595,2004-11-01 00:00:00,2410,5.0,2/15,,
596,2004-11-01 00:00:00,2139,5.0,4/15,,
598,2004-11-01 00:00:00,2118,5.0,2/15,,
599,2004-11-01 00:00:00,2322,5.0,1/15,,
600,2004-11-01 00:00:00,2169,5.0,2/15,,
601,2004-11-01 00:00:00,2658,5.0,1/15,,
602,2004-11-01 00:00:00,3556,5.0,1/15,,
603,2004-11-01 00:00:00,2629,5.0,1/15,,
604,2004-11-01 00:00:00,2406,5.0,2/15,,
605,2004-11-01 00:00:00,3445,2.0,1/8,,
606,2004-11-01 00:00:00,801,19.0,6,,
608,2004-11-01 00:00:00,797,19.0,1,,
609,2004-11-01 00:00:00,2594,19.0,1,,
610,2004-11-01 00:00:00,867,20.0,1,,
611,2004-11-01 00:00:00,865,20.0,1,,
612,2004-11-01 00:00:00,938,19.0,1,,
613,2004-11-01 00:00:00,3313,19.0,1,,
614,2004-11-01 00:00:00,1121,4.0,1,,
615,2004-11-01 00:00:00,796,19.0,1,,
616,2004-11-01 00:00:00,985,19.0,1,,
617,2004-11-01 00:00:00,2953,19.0,1,,
618,2004-11-01 00:00:00,1460,19.0,1,,
619,2004-11-01 00:00:00,819,19.0,1,,
620,2004-11-01 00:00:00,909,19.0,1,,
621,2004-11-01 00:00:00,1026,19.0,1,,
622,2004-11-01 00:00:00,1137,20.0,1,,
623,2004-11-01 00:00:00,2593,19.0,1,,
624,2004-11-01 00:00:00,958,19.0,2,,
625,2004-11-01 00:00:00,2541,19.0,1,,
626,2004-11-01 00:00:00,1016,19.0,1,,
627,2004-11-01 00:00:00,978,19.0,1,,
628,2004-11-01 00:00:00,2533,19.0,1,,
629,2004-11-01 00:00:00,1294,33.0,2/18,,
630,2004-11-01 00:00:00,1415,6.0,2/28,,
631,2004-11-01 00:00:00,1409,5.0,3/15,,
632,2004-11-01 00:00:00,1408,6.0,2/28,,
633,2004-11-01 00:00:00,3014,6.0,1/28,,
634,2004-11-01 00:00:00,2933,6.0,1/28,,
635,2004-11-01 00:00:00,1410,6.0,6/28,,
636,2004-11-01 00:00:00,3165,6.0,2/28,,
637,2004-11-01 00:00:00,1407,6.0,2/28,,
638,2004-11-01 00:00:00,2660,6.0,1/28,,
639,2004-11-01 00:00:00,2417,5.0,1/15,,
640,2004-11-01 00:00:00,2401,5.0,1/15,,
641,2004-11-01 00:00:00,583,6.0,8/28,variety?,
642,2004-11-01 00:00:00,2477,6.0,5/28,,
643,2004-11-01 00:00:00,668,6.0,1/28,,
644,2004-11-01 00:00:00,3133,19.0,1,,
645,2004-11-01 00:00:00,669,6.0,2/28,,
646,2004-11-01 00:00:00,2940,6.0,1/28,,
647,2004-11-01 00:00:00,748,2.0,3/8,,
648,2004-11-01 00:00:00,3578,6.0,1/28,"""cantaloupe"" variety?",
649,2004-11-01 00:00:00,750,1.0,1/8,,
650,2004-11-01 00:00:00,700,6.0,1/28,variety?,
651,2004-11-01 00:00:00,734,6.0,1/28,,
652,2004-11-01 00:00:00,3611,6.0,1/28,,
653,2004-11-01 00:00:00,1359,2.0,11/8,,
654,2004-11-01 00:00:00,1583,2.0,1/8,,
655,2004-11-01 00:00:00,1580,2.0,5/8,,
656,2004-11-01 00:00:00,1311,2.0,5/8,,
657,2004-11-01 00:00:00,1378,5.0,3/15,,
658,2004-11-01 00:00:00,151,5.0,10/15,,
659,2004-11-01 00:00:00,2395,6.0,2/28,,
660,2004-11-01 00:00:00,2393,6.0,1/28,,
661,2004-11-01 00:00:00,3465,6.0,2/28,,
662,2004-11-01 00:00:00,2798,5.0,3/15,,
663,2004-11-01 00:00:00,37,5.0,4/15,variety?,
664,2004-11-01 00:00:00,3216,1.0,2/8,,
665,2004-11-01 00:00:00,3333,5.0,2/15,,
666,2004-11-01 00:00:00,1695,2.0,1/8,,
667,2004-11-01 00:00:00,299,5.0,1/15,,
668,2004-11-01 00:00:00,1479,1.0,1/8,,
669,2004-11-01 00:00:00,2201,5.0,1/15,,
670,2004-11-01 00:00:00,2186,5.0,1/15,,
671,2004-11-01 00:00:00,2773,5.0,1/15,,
672,2004-11-01 00:00:00,1265,6.0,1/28,,
673,2004-11-01 00:00:00,3277,5.0,1/15,,
674,2004-11-01 00:00:00,2771,5.0,1/15,,
675,2004-11-01 00:00:00,2431,5.0,1/15,,
676,2004-11-01 00:00:00,148,5.0,1/15,,
677,2004-11-01 00:00:00,3345,5.0,1/15,,
678,2004-11-01 00:00:00,1344,6.0,1/28,,
679,2004-11-01 00:00:00,51,5.0,1/15,,
680,2004-11-01 00:00:00,2245,5.0,1/15,,
681,2004-11-01 00:00:00,2277,5.0,1/15,,
682,2004-11-01 00:00:00,2279,5.0,1/15,,
683,2004-11-01 00:00:00,2151,5.0,1/15,,
684,2004-11-01 00:00:00,2168,5.0,1/15,,
685,2004-11-01 00:00:00,208,5.0,1/15,,
686,2004-11-01 00:00:00,1500,2.0,1/8,,
687,2004-11-01 00:00:00,1456,6.0,1/28,,
688,2004-06-07 00:00:00,1284,33.0,6/18,,
689,2004-06-07 00:00:00,1249,33.0,2/18,,
690,2004-06-07 00:00:00,900,33.0,14/18,,
691,2004-11-01 00:00:00,1528,2.0,2/8,,Overstock
692,2004-11-01 00:00:00,1509,2.0,1/8,,Overstock
693,2004-11-01 00:00:00,2880,2.0,1/8,,Overstock
694,2004-11-01 00:00:00,3237,2.0,2/8,,Overstock
695,2004-11-01 00:00:00,1518,2.0,1/8,,Overstock
696,2004-11-01 00:00:00,1524,2.0,2/8,,Overstock
697,2004-11-01 00:00:00,2626,2.0,1/8,,Overstock
698,2004-11-01 00:00:00,1515,2.0,3/8,,Overstock
699,2004-11-01 00:00:00,1525,2.0,41/8,,Overstock
700,2004-11-01 00:00:00,1521,2.0,51/8,,Overstock
701,2004-12-01 00:00:00,808,19.0,1,,
702,2004-12-01 00:00:00,3188,19.0,1,,
703,2004-12-01 00:00:00,1380,19.0,1,,
704,2004-12-01 00:00:00,1284,19.0,1,,
705,2004-12-01 00:00:00,900,19.0,1,,
706,2004-12-01 00:00:00,902,19.0,3,,
707,2004-12-01 00:00:00,1249,19.0,1,,
708,2004-12-01 00:00:00,3540,19.0,1,,
709,2004-12-01 00:00:00,856,19.0,1,,
710,2004-12-01 00:00:00,2646,19.0,1,,
711,2004-12-01 00:00:00,858,19.0,1,,
712,2004-12-01 00:00:00,1074,19.0,1,,
713,2004-12-01 00:00:00,3193,19.0,15,,
714,2004-12-01 00:00:00,1010,20.0,2,,
715,2004-12-01 00:00:00,2562,19.0,1,,
716,2004-12-01 00:00:00,3425,19.0,1,,
717,2004-12-01 00:00:00,1054,19.0,1,,
718,2004-12-01 00:00:00,1032,19.0,4,,
719,2004-12-01 00:00:00,3310,19.0,1,,
720,2004-12-01 00:00:00,2985,20.0,1,,
721,2004-12-01 00:00:00,1136,19.0,1,,
722,2004-12-01 00:00:00,1149,19.0,1,,
723,2004-12-01 00:00:00,972,19.0,1,,
724,2004-12-01 00:00:00,879,20.0,1,,
725,2004-12-01 00:00:00,1183,19.0,1,,
726,2004-12-01 00:00:00,362,19.0,1,,
727,2004-12-01 00:00:00,2536,19.0,1,,
728,2004-12-01 00:00:00,2658,5.0,11/15,,
729,2004-12-01 00:00:00,2948,5.0,1,,
730,2004-12-01 00:00:00,3013,5.0,4/15,,
731,2004-12-01 00:00:00,1331,5.0,2/15,,
732,2004-12-01 00:00:00,3170,6.0,1/28,,
733,2004-12-01 00:00:00,1414,6.0,6/28,,
734,2004-12-01 00:00:00,201,6.0,5/28,,
735,2004-12-01 00:00:00,2660,6.0,1/28,,
736,2004-12-01 00:00:00,3169,5.0,11/15,,
737,2004-12-01 00:00:00,3012,5.0,4/15,,
738,2004-12-01 00:00:00,1412,6.0,1/28,,
739,2004-12-01 00:00:00,1418,6.0,1/28,,
740,2004-12-01 00:00:00,3331,5.0,3/15,,
741,2004-12-01 00:00:00,3013,5.0,1/15,,
742,2004-12-01 00:00:00,2939,5.0,1/15,,
743,2004-12-01 00:00:00,2135,5.0,25/15,,
744,2004-12-01 00:00:00,3277,5.0,21/15,,
745,2004-12-01 00:00:00,2818,5.0,7/15,,
746,2004-12-01 00:00:00,2174,5.0,10/15,,
747,2004-12-01 00:00:00,3291,5.0,7/15,,
748,2004-12-01 00:00:00,3628,5.0,6/15,,
749,2004-12-01 00:00:00,3336,5.0,8/15,,
750,2004-12-01 00:00:00,2126,5.0,3/15,,
751,2004-12-01 00:00:00,1634,37.0,10,,
752,2004-12-01 00:00:00,3235,6.0,22/28,,
753,2004-12-01 00:00:00,3230,6.0,5/28,,
754,2004-12-01 00:00:00,3471,5.0,3/15,,
755,2004-12-01 00:00:00,1427,2.0,13/15,,
756,2004-12-01 00:00:00,152,5.0,6/15,,
757,2004-12-01 00:00:00,1445,2.0,12/8,,
758,2004-12-01 00:00:00,1435,2.0,1/8,,
759,2004-12-01 00:00:00,1429,2.0,4/8,,
760,2004-12-01 00:00:00,1430,2.0,4/8,,
761,2004-12-01 00:00:00,1436,2.0,1/8,,
762,2004-12-01 00:00:00,1432,2.0,2/8,,
763,2004-12-01 00:00:00,3334,5.0,1/15,,
764,2004-12-01 00:00:00,1262,15.0,2/10,,
765,2004-12-01 00:00:00,2213,5.0,4/15,,
766,2004-12-01 00:00:00,3407,5.0,3/15,,
767,2004-12-01 00:00:00,2208,5.0,6/15,,
768,2004-12-01 00:00:00,145,5.0,5/15,,
769,2004-12-01 00:00:00,2209,5.0,1/15,,
770,2004-12-01 00:00:00,3341,5.0,1/15,,
771,2004-12-01 00:00:00,150,5.0,1/15,,
772,2004-12-01 00:00:00,3075,5.0,1/15,,
773,2004-12-01 00:00:00,2211,5.0,1/15,,
774,2004-12-01 00:00:00,2410,5.0,2/15,,
775,2004-12-01 00:00:00,327,5.0,1/15,,
776,2004-12-01 00:00:00,224,5.0,8/15,,
777,2004-12-01 00:00:00,3469,5.0,1/15,,
778,2004-12-01 00:00:00,2279,5.0,8/15,,
779,2004-12-01 00:00:00,1635,4.0,10,,
780,2004-12-01 00:00:00,253,0.0,1/x,,
781,2004-12-01 00:00:00,3319,4.0,1,,
782,2004-12-01 00:00:00,3320,4.0,1,,
783,2004-12-01 00:00:00,3054,0.0,1/x,,
784,2004-12-01 00:00:00,67,0.0,1/x,,
785,2004-12-01 00:00:00,3460,5.0,1/15,,
786,2004-12-01 00:00:00,2264,4.0,1,,
787,2004-12-01 00:00:00,1378,5.0,5/15,,
788,2004-12-01 00:00:00,1377,5.0,4/15,,
789,2004-12-01 00:00:00,28,5.0,1/15,,
790,2004-12-01 00:00:00,2960,5.0,1/15,,
791,2004-12-01 00:00:00,2226,4.0,1,,
792,2004-12-01 00:00:00,238,5.0,1/15,,
793,2004-12-01 00:00:00,183,5.0,8/15,,
794,2004-12-01 00:00:00,2318,5.0,1/15,,
795,2004-12-01 00:00:00,3042,5.0,2/15,,
796,2004-12-01 00:00:00,3353,5.0,1/15,,
797,2004-12-01 00:00:00,3084,5.0,2/15,,
798,2004-12-01 00:00:00,2422,5.0,1/15,,
799,2004-12-01 00:00:00,2429,5.0,1/15,,
800,2004-12-01 00:00:00,2978,5.0,1/15,,
801,2004-12-01 00:00:00,3087,5.0,1/15,,
802,2004-12-01 00:00:00,3086,5.0,2/15,,
803,2004-12-01 00:00:00,3055,5.0,1/15,,
804,2004-12-01 00:00:00,2339,5.0,1/15,,
805,2004-12-01 00:00:00,1501,2.0,1/8,,
806,2004-12-01 00:00:00,3216,1.0,5/8,,
807,2004-12-01 00:00:00,211,5.0,5/15,,
808,2004-12-01 00:00:00,3623,5.0,1/15,,
809,2004-12-01 00:00:00,197,5.0,1/15,,
810,2004-12-01 00:00:00,3395,5.0,1/15,,
811,2004-07-03 00:00:00,741,2.0,1,,
812,2005-11-01 00:00:00,748,2.0,1.25,,
813,2005-11-01 00:00:00,3364,15.0,1.2,,
814,2005-11-01 00:00:00,761,6.0,1,"transplanted late, missing pitch date",
815,2004-09-06 00:00:00,2821,5.0,.4,,
816,2004-09-06 00:00:00,3084,5.0,.54,assortment,
817,2004-09-06 00:00:00,2852,18.0,8,"mixed
mixed",
818,2004-09-06 00:00:00,2147,1.0,.75,,
819,2004-09-06 00:00:00,2407,37.0,7,,
820,2004-09-06 00:00:00,324,37.0,2,,
821,2004-09-06 00:00:00,279,37.0,6,,
822,2004-09-06 00:00:00,3573,37.0,7,,
823,2004-09-06 00:00:00,299,37.0,3,,
824,2004-09-06 00:00:00,281,37.0,6,,
825,2004-09-06 00:00:00,331,37.0,4,,
826,2004-09-06 00:00:00,320,37.0,5,,
827,2004-09-06 00:00:00,277,37.0,36,mixed,
828,2004-09-06 00:00:00,3118,37.0,98,"mixed
mixed",
829,2004-09-06 00:00:00,2976,4.0,8,assortment of specialties,
830,2004-09-06 00:00:00,23,37.0,48,,
831,2004-08-14 00:00:00,3203,19.0,3,,
832,2004-08-14 00:00:00,2675,19.0,4,,
833,2004-08-14 00:00:00,912,19.0,2,,
834,2004-08-14 00:00:00,855,19.0,3,,
835,2004-08-14 00:00:00,3262,19.0,3,,
836,2004-08-14 00:00:00,942,19.0,7,,
837,2004-08-14 00:00:00,1033,19.0,2,,
838,2004-08-14 00:00:00,3534,19.0,2,,
839,2004-08-17 00:00:00,2326,6.0,3,,Disease
840,2004-09-08 00:00:00,2392,3.0,7,mixed,
841,2004-09-08 00:00:00,2393,16.0,1,"mixed
mixed",
842,2004-09-08 00:00:00,2133,16.0,2,late season planting,
843,2004-09-08 00:00:00,3428,37.0,10,,
844,2004-09-08 00:00:00,1326,15.0,.4,,
845,2004-09-08 00:00:00,1325,15.0,1.2,,
846,2004-09-08 00:00:00,2125,37.0,10,,
847,2004-09-08 00:00:00,2290,37.0,12,,
848,2004-09-08 00:00:00,183,37.0,6,,
849,2004-09-08 00:00:00,2291,37.0,8,,
850,2004-09-08 00:00:00,182,37.0,13,,
851,2004-09-08 00:00:00,202,6.0,.64,,
852,2004-09-08 00:00:00,2939,37.0,20,,
853,2004-09-08 00:00:00,2805,37.0,5,,
854,2004-09-08 00:00:00,2977,37.0,7,,
855,2004-09-08 00:00:00,2322,37.0,11,,
856,2004-09-08 00:00:00,2962,37.0,17,,
857,2004-09-08 00:00:00,2133,37.0,40,,
858,2004-09-09 00:00:00,197,37.0,8,,
859,2004-09-09 00:00:00,28,37.0,4,,
860,2004-09-09 00:00:00,33,4.0,8,,
861,2004-09-09 00:00:00,3624,37.0,5,,
862,2004-09-09 00:00:00,54,37.0,15,,
863,2004-09-09 00:00:00,2693,37.0,7,,
864,2004-09-09 00:00:00,348,37.0,7,,
865,2004-09-09 00:00:00,3438,33.0,1,,
866,2004-09-09 00:00:00,3087,37.0,11,,
867,2004-09-09 00:00:00,2700,6.0,.21,,
868,2004-09-09 00:00:00,3615,37.0,4,,
869,2004-09-09 00:00:00,3455,37.0,33,,
870,2004-09-09 00:00:00,3623,37.0,9,,
871,2004-09-09 00:00:00,303,37.0,8,,
872,2004-09-09 00:00:00,3045,4.0,5,,
873,2004-09-09 00:00:00,3473,5.0,1,Never grew! Bad?,
874,2004-09-09 00:00:00,3048,37.0,25,,
875,2004-09-09 00:00:00,3599,37.0,2,,
876,2004-09-09 00:00:00,11,37.0,25,,
877,2004-09-09 00:00:00,5,37.0,15,,
878,2004-09-09 00:00:00,1,37.0,6,,
879,2004-09-09 00:00:00,10,37.0,8,,
880,2004-09-09 00:00:00,4,37.0,4,,
881,2004-09-09 00:00:00,7,37.0,8,,
882,2004-09-09 00:00:00,3469,37.0,6,Way way too much! Not that nice.,
883,2004-09-09 00:00:00,3466,37.0,50,Grew too late.- neat later on.,
884,2004-09-09 00:00:00,27,37.0,8,,
885,2004-09-09 00:00:00,18,37.0,3,,
886,2004-09-09 00:00:00,3475,37.0,10,"Flowered late, nice foliage, do less?",
887,2004-09-09 00:00:00,196,37.0,19,,
888,2004-09-09 00:00:00,258,37.0,3,,
889,2004-09-09 00:00:00,3023,37.0,16,"needed more earlier, this planting came too late.",
890,2004-09-09 00:00:00,3439,33.0,.33,,
891,2004-09-09 00:00:00,167,37.0,7,,
892,2004-09-09 00:00:00,2207,37.0,2,,
893,2004-09-09 00:00:00,3406,37.0,2,,
894,2004-09-09 00:00:00,150,37.0,9,,
895,2004-09-09 00:00:00,152,37.0,3,,
896,2004-09-09 00:00:00,3075,37.0,6,,
897,2004-09-09 00:00:00,3057,37.0,2,,
898,2004-09-09 00:00:00,148,37.0,6,,
899,2004-09-09 00:00:00,151,37.0,7,,
900,2004-09-09 00:00:00,145,37.0,9,,
901,2004-09-09 00:00:00,144,37.0,5,mixed,
902,2004-09-09 00:00:00,2209,37.0,5,,
903,2004-09-09 00:00:00,3575,37.0,9,,
904,2004-09-09 00:00:00,3601,,,,
905,2004-09-09 00:00:00,2209,37.0,6,,
906,2004-09-09 00:00:00,3575,37.0,9,,
907,2004-09-09 00:00:00,2208,37.0,6,,
908,2004-09-09 00:00:00,2210,37.0,7,,
909,2004-09-09 00:00:00,3073,37.0,8,,
910,2004-09-09 00:00:00,158,37.0,8,,
911,2004-09-09 00:00:00,3066,37.0,11,,
912,2004-09-09 00:00:00,3054,37.0,8,,
913,2004-09-09 00:00:00,251,37.0,3,,
914,2004-09-09 00:00:00,254,37.0,13,,
915,2004-09-09 00:00:00,253,33.0,.38,,
916,2004-09-09 00:00:00,3459,37.0,4,,
917,2004-09-09 00:00:00,3321,37.0,3,,
918,2004-09-09 00:00:00,3331,37.0,5,,
919,2004-09-09 00:00:00,3397,37.0,2,,
920,2004-09-09 00:00:00,2658,37.0,14,,
921,2004-09-09 00:00:00,2200,37.0,4,,
922,2004-09-09 00:00:00,2201,37.0,1,,
923,2004-09-09 00:00:00,2292,37.0,5,,
924,2004-09-09 00:00:00,19,37.0,5,,
925,2004-09-09 00:00:00,15,37.0,4,,
926,2004-10-05 00:00:00,23,37.0,4,,
927,2004-10-05 00:00:00,2202,37.0,40,,
928,2004-10-05 00:00:00,2708,37.0,12,,
929,2004-10-05 00:00:00,2963,37.0,14,,
930,2004-10-05 00:00:00,211,37.0,8,,
931,2004-10-05 00:00:00,18,37.0,6,,
932,2004-10-05 00:00:00,224,37.0,6,,
933,2004-10-05 00:00:00,3233,4.0,78,THREE VARIETIES OF CRAPPY KALE! DON'T DO AGAIN!,
934,2004-10-05 00:00:00,2682,19.0,11,,
935,2004-10-05 00:00:00,1301,19.0,5,,
936,2004-10-06 00:00:00,912,19.0,6,,
937,2004-10-06 00:00:00,2577,19.0,3,,
938,2004-10-06 00:00:00,3135,19.0,1,,
939,2004-10-06 00:00:00,939,19.0,1,,
940,2004-10-06 00:00:00,1145,19.0,2,,
941,2004-10-06 00:00:00,3198,19.0,2,,
942,2004-10-06 00:00:00,2685,19.0,2,,
943,2004-10-06 00:00:00,1045,19.0,1,,
944,2004-10-06 00:00:00,1303,19.0,2,,
945,2004-10-06 00:00:00,1596,19.0,1,,
946,2004-10-06 00:00:00,1394,19.0,1,,
947,2004-10-06 00:00:00,1149,19.0,2,,
948,2004-10-06 00:00:00,1157,19.0,2,,
949,2004-10-06 00:00:00,362,19.0,2,,
950,2004-10-06 00:00:00,3195,19.0,1,,
951,2004-10-08 00:00:00,2570,19.0,5,,
952,2005-08-07 00:00:00,2133,5.0,8.5,,Overstock
953,2005-08-07 00:00:00,3334,5.0,1/5,,Overstock
954,2005-08-07 00:00:00,2233,5.0,2/5,,Overstock
955,2005-08-07 00:00:00,2322,5.0,1,disgusting bug eaten nastiness,Overstock
956,2005-08-07 00:00:00,2607,5.0,1,,Overstock
957,2005-08-07 00:00:00,2181,5.0,2,,Overstock
958,2005-08-07 00:00:00,2410,5.0,9/15,,Overstock
959,2005-08-07 00:00:00,3277,5.0,1/5,,Overstock
960,2005-08-07 00:00:00,1595,5.0,6,actually mixed trailing verbena,Overstock
961,2005-08-07 00:00:00,2608,5.0,1.5,,Overstock
962,2005-08-07 00:00:00,186,5.0,1,,Overstock
963,2005-08-07 00:00:00,2338,5.0,2/5,,overstock
964,2005-08-07 00:00:00,2118,5.0,2.5,,Overstock
965,2005-08-07 00:00:00,3350,5.0,1,,Overstock
966,2005-08-07 00:00:00,2119,5.0,2.5,,Overstock
967,2005-08-07 00:00:00,1506,5.0,4,,Overstock
968,2005-08-07 00:00:00,2197,5.0,5,actually mixed,Overstock
969,2005-08-07 00:00:00,163,6.0,1,small dainty one - much more finicky,Overstock
970,2005-07-25 00:00:00,2586,19.0,4,,Other
971,2005-07-25 00:00:00,902,19.0,2,,Other
972,2005-07-25 00:00:00,2872,19.0,1,,Other
973,2005-07-25 00:00:00,900,19.0,2,,Other
974,2005-07-25 00:00:00,3722,19.0,1,,Other
975,2005-07-25 00:00:00,1379,19.0,1,,Other
976,2005-07-25 00:00:00,1386,19.0,1,,Other
977,2005-07-25 00:00:00,2675,19.0,2,,Other
978,2005-07-25 00:00:00,3135,19.0,5,,Other
979,2005-07-25 00:00:00,1349,19.0,1,,Other
980,2005-07-25 00:00:00,3223,19.0,1,,Other
