CombinedName,LabelDescription,SunConditions,ItemID,Inactive,Item,Variety,Color,Type,Definition,PictureLayout,PictureLink
Mum Beth Purple,Bright purple with no yellow eye.,blank.jpg,4355,FALSE,Mum,Beth,Purple,Annual,,,
Acorus gramineus Ogon Chartreuse,"A fun grass that is great for containers, but it does not get more than 8-10"", which is unfortunate.",blank.jpg,4356,FALSE,Acorus gramineus,Ogon,Chartreuse,Annual,,,
Calibrachoa Superbells Coral Pink,Continuous masses of small petunia like flowers on a semi-upright habit. Strong summer performance and heat tolerance.,blank.jpg,4358,FALSE,Calibrachoa,Superbells,Coral Pink,Annual,,,
Calibrachoa Superbells Peach,Continuous masses of small petunia like flowers on a semi-upright habit. Strong summer performance and heat tolerance.,blank.jpg,4359,FALSE,Calibrachoa,Superbells,Peach,Annual,,,
Calibrachoa Superbells Plum,Continuous masses of small petunia like flowers on a semi-upright habit. Strong summer performance and heat tolerance.,blank.jpg,4360,FALSE,Calibrachoa,Superbells,Plum,Annual,,,
Carex Evergold,Forms a low cascading clump of evergreen leathery leaves with a sunny cream colored stripe running down the center.,blank.jpg,4361,FALSE,Carex,Evergold,,Annual,,,
Carex Toffee Twist,"Iridescent, slender mahogony foliage drapes gracefully and is especially attractive as an accent.",blank.jpg,4362,FALSE,Carex,Toffee Twist,,Annual,,,
Coleus Christmas Candy,"Ht. 30-36"" Large leaves of red, magenta, pink, green and white on a tall sturdy plant.",blank.jpg,4363,FALSE,Coleus,Christmas Candy,,Annual,,,
Coleus Fishnet Stockings,"Ht. 24-36"" Wide bright green leaves with contrasting dark purple margins.",blank.jpg,4364,FALSE,Coleus,Fishnet Stockings,,Annual,,,
Euphorbia Efanthia Chartreuse,Brilliant bright green flowers appear in spring on a bushy plant.  Plant turns burgundy as the weather gets cool in the fall.,blank.jpg,4365,FALSE,Euphorbia,Efanthia,Chartreuse,Annual,,,
Lantana Patriot Desert Sunset,"Yellow, Gold, Peach and pink. FUN",blank.jpg,4367,FALSE,Lantana,Patriot Desert Sunset,,Annual,,,
Osteospermum Lilac Spoon,Structurally the petals are rolled to look like spoons.,blank.jpg,4368,FALSE,Osteospermum,Lilac Spoon,,Annual,,,
Nemesia Coconut White,Awesome smell - if you like coconut. White with yellow flowers.,blank.jpg,4371,FALSE,Nemesia,Coconut,White,Annual,,,
Petunia Surfina Patio Yellow,Yellow - nice habit.,blank.jpg,4372,FALSE,Petunia,Surfina,Patio Yellow,Annual,,,
Phlox Intensia Cabernet,,blank.jpg,4373,FALSE,Phlox,Intensia,Cabernet,Annual,,,
Begonia elatior Blitz,,blank.jpg,4389,FALSE,Begonia elatior,Blitz,,Annual,,,
Ruellia Kate's Dwarf White,,blank.jpg,4420,FALSE,Ruellia,Kate's Dwarf,White,Annual,,,
Salvia Red,,blank.jpg,4421,FALSE,Salvia,Red,,Annual,,,
Heterocentron Spanish Shawl,,blank.jpg,4427,FALSE,Heterocentron,Spanish Shawl,,Annual,,,
Cuphea micro. Big Cigar,,blank.jpg,4428,FALSE,Cuphea micro.,Big Cigar,,Annual,,,
Helichrysum Golden,,blank.jpg,4429,FALSE,Helichrysum,Golden,,Annual,,,
Salvia microphylla Hot Lips Red/White,"Ht. 3' Unique and striking selection with unusual two-toned flowers. Hummingbirds and butterflies are attracted to the blooms that appear continuously through the hottest of summers until frost. An outstanding compact, carefree shrub for waterwise gardens. Withstands mild drought once established.",blank.jpg,4430,FALSE,Salvia microphylla,Hot Lips,Red/White,Annual,,,
Salvia farinacea Indigo Spires Blue,"Up to 40"", dusty grey foliage, electric blue flowers",blank.jpg,4431,FALSE,Salvia farinacea,Indigo Spires,Blue,Annual,,,
Salvia puberela Hidalgo Rose  pink,,blank.jpg,4432,FALSE,Salvia puberela,Hidalgo,Rose  pink,Annual,,,
Salvia invoculurata Smith College Rose,"Fast growing up to 40"".Tightly budded rose colored flowers",blank.jpg,4433,FALSE,Salvia invoculurata,Smith College,Rose,Annual,,,
Salvia greggii Raspberry Royale Pure red,"Fast grower,up to 18"", true red blooms",blank.jpg,4434,FALSE,Salvia greggii,Raspberry Royale,Pure red,Annual,,,
Salvia greggii Theresa Clear pink,"12-20""",blank.jpg,4435,FALSE,Salvia greggii,Theresa,Clear pink,Annual,,,
Salvia muelleri  Purple,"Floppy shrubby habit, good for mixed containers, baskets in locations",blank.jpg,4436,FALSE,Salvia muelleri,,Purple,Annual,,,
Zinnia Zowie Yellow Flame Yellow/Red,"AAS winner. 4"" blooms have prominent centers surrounded by rich scarlet and yellow petals.2-3 ft. tall.",sun.jpg,4441,FALSE,Zinnia,Zowie Yellow Flame,Yellow/Red,Annual,,,
Abelmoschus manihot  Pale Yellow,"Ht. 36-48"" Sp. 10-12"" Large yellow flowers with a maroon eye on a 3' showy plant. Large groups of these plants are very effective.",sun.jpg,4442,FALSE,Abelmoschus manihot,,Pale Yellow,Annual,,,
Aristolochia elegans  Maroon/Brown,"Ht. 3-6' Vine with calico flowers that can be about 2-3"" in diameter and shaped like a dutchmans pipe.",blank.jpg,4443,FALSE,Aristolochia elegans,,Maroon/Brown,Annual,,,
Dipladenia Red Riding Hood Cherry Red,Ht. 4-6' Vining tropical plant with lovely cherry red flowers. This plant likes it warm so be considerate when putting it out.  New here 2007!,blank.jpg,4444,FALSE,Dipladenia,Red Riding Hood,Cherry Red,Annual,,,
Eranthemum nigrum  White,"Ht. 12-15"" This plant has striking chocolate foliage with short spikes of white flowers.",blank.jpg,4445,FALSE,Eranthemum nigrum,,White,Annual,,,
Gynura sarmentosa,"Ht. 8x15"" Another one of your Grandmother's plants making a statement out of doors. A fuzzy trailing velvet plant.",blank.jpg,4446,FALSE,Gynura sarmentosa,,,Annual,,,
Linaria trionithophora,"Ht. 24-36"" This plant is covered in brilliant purple snaps with yellow throats. Does well in warm dry areas. This plant is not for the high heeled gardener as it it has a somewhat wild habit.",sun.jpg,4447,FALSE,Linaria,trionithophora,,Annual,,,
Mina lobata Exotic Love,A vigorous vine that should be planted,blank.jpg,4448,FALSE,Mina lobata,Exotic Love,,Annual,,,
Rhodochiton astrosanguineum  Plum,"Ht. 6-10' This trailer has interesting plum colored bells,which hang in clusters. Will climb by itself.",sun.jpg,4449,FALSE,Rhodochiton astrosanguineum,,Plum,Annual,,,
Solanum atropurpureum,"Ht. 6' A bold ornamental with a sprawling habit. This plant is covered with purple spines and produces clusters of small star shaped flowers, which produce yellow inedible fruits.",blank.jpg,4450,FALSE,Solanum atropurpureum,,,Annual,,,
Eupatorium capilifolum,"Ht. 6-8' A giant, with feathery light green leaves on sturdy stems! This plant will catch your eye from anywhere. It is graceful and big! Excellent for the back of the border or for a large container.",sun.jpg,4451,FALSE,Eupatorium capilifolum,,,Annual,,,
Antirrhinum nanum Black Prince Dark Crimson,Deep green with maroon foliage. Really nice with Spilanthes. I love this plant.,blank.jpg,4452,FALSE,Antirrhinum nanum,Black Prince,Dark Crimson,Annual,,,
Antirrhinum Liberty Classic Light Pink,"Ht. 18-22"" Soft grey foliage contrasts nicely with light pink blooms.  We had a sampling of this plant last year and really enjoyed it. We hope you will too.",blank.jpg,4453,FALSE,Antirrhinum,Liberty Classic,Light Pink,Annual,,,
Oryza sativa Red Dragon,"Ht.12-16"" Sp. 8-10"" This reddish colored rice has historically been used as row markers in rice fields. It has an upright form and clumping habit, which make it a valuable addition to water gardens or to the border.",blank.jpg,4456,FALSE,Oryza sativa,Red Dragon,,Annual,,,
Phygelius aequalis New Sensation Salmon,Dusky salmon flowers with black stems and green foliage. Can sustain several light frosts and begin blooming early in the season.,blank.jpg,4457,FALSE,Phygelius aequalis,New Sensation,Salmon,Annual,,,
Plectranthus coleoides,A vigorous trailing plant with attractive dark green scalloped foliage.,blank.jpg,4458,FALSE,Plectranthus coleoides,,,Annual,,,
Setaria palmifolia Rubra Burgundy,This tropical grass from Africa adds interest to any container or garden.,part-sun.jpg,4459,FALSE,Setaria palmifolia,Rubra,Burgundy,Annual,,,
Setaria palmifolia Variegata,"Ht. 18-24"" More compact form than 'Rubra' - with variegation along entire blade edge. This plant prefers part shade and moist soil.",part-sun.jpg,4460,FALSE,Setaria palmifolia,Variegata,,Annual,,,
Solanum pyracanthum  Purple,"Ht. 24"" Bright orange thorns adorn both sides of this plant's blue green leaves.",blank.jpg,4461,FALSE,Solanum pyracanthum,,Purple,Annual,,,
Echevaria gigatean,"Ht. 18-24"" Great in dry planters or in the ground. We acquired this plant last year and adored it. We are offering it this year to you in limited quantities and we think you will love it!",blank.jpg,4462,FALSE,Echevaria gigatean,,,Annual,,,
Kalanchoe tomentosa  Grey,"Ht. 10-12"" Silver fuzzy foliage with pointed leaves and dark spotted margins.",blank.jpg,4463,FALSE,Kalanchoe tomentosa,,Grey,Annual,,,
Mixed Scented Geraniums,,blank.jpg,4470,FALSE,Mixed Scented Geraniums,,,Annual,,,
Pogostemon cablin Patuchouli,,sun.jpg,4471,FALSE,Pogostemon cablin,Patuchouli,,Annual,,,
Lepidium sativum Watercress,,blank.jpg,4472,FALSE,Lepidium sativum,Watercress,,Annual,,,
Dahlia Bishop of Leicester Soft Lavender,"Ht. 24"" Lavender flower with dark eye, bronze foliage, absolutely stunning.",blank.jpg,4475,FALSE,Dahlia,Bishop of Leicester,Soft Lavender,Annual,,,
Dieffenbachia Camouflage Chartreuse,"Ht.24"" This plant has showy chartruese leaves that are splattered with dark green. This plant cannot handle full sun, but it is still really fun.",pt-sun_shade.jpg,4477,FALSE,Dieffenbachia,Camouflage,Chartreuse,Annual,,,
Streptocarpus Black Panther Deep Purple,"Ht. 6-10"" A cape primrose with almost black flowers. Flowers have yellow ""fangs"" in the throat.",blank.jpg,4478,FALSE,Streptocarpus,Black Panther,Deep Purple,Annual,,,
"Viola odorata rosea ""Fragrant Violet"" Pink",A rugged garden variety that blooms profusely in colder weather and does well in pots as well. This violet was allowed in Pooh's stock house because his wife Anne fell in love with it.,blank.jpg,4486,FALSE,Viola odorata rosea,"""Fragrant Violet""",Pink,Annual,,,
Viola Marie Louise Lavender,Double lavender blooms are intensely fragrant.,blank.jpg,4487,FALSE,Viola,Marie Louise,Lavender,Annual,,,
Viola Swanley White White,,blank.jpg,4488,FALSE,Viola,Swanley White,White,Annual,,,
Gynura sarmentosa Variegata,This plant glows due to the fine purple hair that covers its leaves. Use should limit the amount of fertilizer if you want to maintain the neat variegation.,blank.jpg,4489,FALSE,Gynura sarmentosa,Variegata,,Annual,,,
Kohleria Longwood Strawberry,"According to Logees this plant ""never stops blooming.""",blank.jpg,4490,FALSE,Kohleria,Longwood,Strawberry,Annual,,,
Pellionia repens Trailing Watermelon Begonia,"This plant will tolerate a multitude of sins, but it is not a terribly fast growing plant. However, it is worthy! It can live inside. It can live outside. It can be dry. It can be wet. Most importantly it has beautiful foliage!",blank.jpg,4491,FALSE,Pellionia repens,Trailing Watermelon Begonia,,Annual,,,
Canna variegated Stuttgart Orange,Variegated water canna-height 5'. Interesting accent with green and white variegated leaves.,sun.jpg,4492,FALSE,Canna variegated,Stuttgart,Orange,Annual,,,
Cyperus alternifolius Gracillis Green,"Umbrella -like whorls of foliage flowerheads atop short hollow stems. Fantastic graceful slender plant that is 24"" tall.",sun.jpg,4494,FALSE,Cyperus alternifolius,Gracillis,Green,Annual,,,
Dichromena Colorata White,"18-24"" plant that has top leaves that are green with white bracts forming a flower that lasts all summer.",sun.jpg,4495,FALSE,Dichromena,Colorata,White,Annual,,,
Gunnera Manicata Green,6-8' plant with giant leaves that explode from the base of the plant. This plant makes a statement. New here 2007!,sun.jpg,4496,FALSE,Gunnera,Manicata,Green,Annual,,,
Abutilon Variegated Clementine Red,Variegated foliage form of Clementine,all.jpg,4498,FALSE,Abutilon,Variegated Clementine,Red,Annual,,,
Abutilon Miniature Souveneir de Bonne Orange,"Small form of Souveneir de Bonne, Ht 10-12""",all.jpg,4500,FALSE,Abutilon,Miniature Souveneir de Bonne,Orange,Annual,,,
Abutilon gravitzii  Red,"Tall (24-28"" shrub with fuzzy leaves,red rosebud bloom (doesn’t fully open)",all.jpg,4501,FALSE,Abutilon gravitzii,,Red,Annual,,,
Geranium Bird's Egg Double White,"speckled blooms on ""almost an ivy"" growth habit. Low-spreading  8-10""",blank.jpg,4504,FALSE,Geranium,Bird's Egg Double,White,Annual,,,
Coleus Aurora,"tall,fast growing--up to 2'",blank.jpg,4505,FALSE,Coleus,Aurora,,Annual,,,
Coleus Flume,"slow grower,low",part-sun_sun.jpg,4506,FALSE,Coleus,Flume,,Annual,,,
Coleus Brooklyn Horror,"upright habit ,up  to 20""",blank.jpg,4507,FALSE,Coleus,Brooklyn Horror,,Annual,,,
Coleus Cardinal Sin,"Large fast growing habit,up to 28""",blank.jpg,4508,FALSE,Coleus,Cardinal Sin,,Annual,,,
Coleus Zebra,"14-20"",medium grower,bushy",blank.jpg,4509,FALSE,Coleus,Zebra,,Annual,,,
Coleus Golden Glow,"orange with yellow margins,14-18"" easy grower",blank.jpg,4510,FALSE,Coleus,Golden Glow,,Annual,,,
Coleus Yellow Splash,"yellow leaves splashed orange, 14-18""",blank.jpg,4511,FALSE,Coleus,Yellow Splash,,Annual,,,
Coleus Theater Velvet,"14-18"" deep purple,textured purple foliage",blank.jpg,4513,FALSE,Coleus,Theater Velvet,,Annual,,,
Coleus Holstein,"upright fast growing, 16-20""",blank.jpg,4514,FALSE,Coleus,Holstein,,Annual,,,
Coleus Plum Purple,"trailer,slow grower",blank.jpg,4515,FALSE,Coleus,Plum Purple,,Annual,,,
"Salvia leucantha x elegans ""Anthony Parker""",Deep  purple bracts.,blank.jpg,4516,FALSE,Salvia leucantha x elegans,"""Anthony Parker""",,Annual,,,
Salvia wagneriana,Crème bracts with rose tint.,blank.jpg,4517,FALSE,Salvia wagneriana,,,Annual,,,
Cordyline australis Red Star,,blank.jpg,4519,FALSE,Cordyline australis,Red Star,,Annual,,,
Cordyline Red Sensation,,blank.jpg,4520,FALSE,Cordyline,Red Sensation,,Annual,,,
Fuchsia Blueberry Fizz splotchedcarolla,"interesting bloom,trailing habit",blank.jpg,4521,FALSE,Fuchsia,Blueberry Fizz,splotchedcarolla,Annual,,,
Fuchsia Pink Rain,"Trailer,crème and rose blooms",blank.jpg,4522,FALSE,Fuchsia,Pink Rain,,Annual,,,
Fuchsia Lottie Hobbie,A refined strain of the specie f.pumila.tine red blossoms,blank.jpg,4523,FALSE,Fuchsia,Lottie Hobbie,,Annual,,,
Fuchsia Cloth of Gold,"Branching trailer, unique foliage.",blank.jpg,4524,FALSE,Fuchsia,Cloth of Gold,,Annual,,,
fuchsia June Bride Red/Lt. Purple,upright hait(for standards) fast and profuse bloomer red and lite purple blooms,blank.jpg,4525,FALSE,fuchsia,June Bride,Red/Lt. Purple,Annual,,,
Fuchsia Waldis Ovamba,"Strong upright habit,large red and aubergine blooms.",blank.jpg,4526,FALSE,Fuchsia,Waldis Ovamba,,Annual,,,
Fuchsia Majellanica Aurea,"Delicate habit, chartreuse trailer with profuse single blooms",blank.jpg,4527,FALSE,Fuchsia,Majellanica Aurea,,Annual,,,
Fuchsia Carla Johnson,"cream with pale lavender bloom,uprite",blank.jpg,4528,FALSE,Fuchsia,Carla Johnson,,Annual,,,
Fuchsia British Jubilee,dbl uprite rosy pink/claret rose,blank.jpg,4530,FALSE,Fuchsia,British Jubilee,,Annual,,,
Fuchsia The Boys,"Trailer,double rose and aubergine blooms",blank.jpg,4531,FALSE,Fuchsia,The Boys,,Annual,,,
Fuchsia Waverly Gem Rose/Purple,"heavy blooming upright, rose and light purple bloom",blank.jpg,4532,FALSE,Fuchsia,Waverly Gem,Rose/Purple,Annual,,,
Fuchsia Margaret Brown Pink,"upright,profuse bloomer of medium small pink blooms",blank.jpg,4534,FALSE,Fuchsia,Margaret Brown,Pink,Annual,,,
Fuchsia Delta Parade,"semi upright bush with red,abubergine blooms",blank.jpg,4535,FALSE,Fuchsia,Delta Parade,,Annual,,,
Fuchsia Checkerboard,"strong upright, magenta/cream  single delicate blooms",blank.jpg,4536,FALSE,Fuchsia,Checkerboard,,Annual,,,
Fuchsia Beauty of Heathcoate,"cream and rose blooms,trailer",blank.jpg,4537,FALSE,Fuchsia,Beauty of Heathcoate,,Annual,,,
Fuchsia Ratatouille,crimson/deep purple trailer,blank.jpg,4538,FALSE,Fuchsia,Ratatouille,,Annual,,,
Fuchsia Green Peace,"single white/white blooms with  green tints, Unique,fast growing",blank.jpg,4539,FALSE,Fuchsia,Green Peace,,Annual,,,
Fuchsia Wild Hawaiian Red,"From seed gathered along road in Maui, this 5-7' shrub has large red tubular blossoms.",blank.jpg,4540,FALSE,Fuchsia,Wild Hawaiian,Red,Annual,,,
Salvia leucantha San Marcos Lavender,"3',great late summer and fall  color (lavender/light pink bicolored blooms) hardy to 24 degrees",sun.jpg,4542,FALSE,Salvia leucantha,San Marcos,Lavender,Annual,,,
Tradescantia Blushing Bride,Bicolored new grow thin cream/pink ages to green. Interesting accent,blank.jpg,4543,FALSE,Tradescantia,Blushing Bride,,Annual,,,
Passiflora Coccinea,Species passion vine with profusion of pink blooms late summer through fall,blank.jpg,4545,FALSE,Passiflora,Coccinea,,Annual,,,
Alternanthera Joesephs Coat,"brick red foliage,compact,prostrate",blank.jpg,4547,FALSE,Alternanthera,Joesephs Coat,,Annual,,,
Senecio Blue Elk Horn,"low growing succulent,good for small containers,takes drouth well",blank.jpg,4553,FALSE,Senecio,Blue Elk Horn,,Annual,,,
Impatiens Aryguta Bi-color,"rambling trailer, lite blue and  yellow  bicolored blossom. Good shade plant or understudy in a mixed container.",pt-sun_shade.jpg,4556,FALSE,Impatiens,Aryguta,Bi-color,Annual,,,
Impatiens niamniamensis Parrots' Beak,"Yellow red blooms on upright plants. Ht 12-24""",part-sun.jpg,4557,FALSE,Impatiens niamniamensis,Parrots' Beak,,Annual,,,
Coprosma Evening Glow/Tricolored,Upright growing from 18-24”. Small pink and pale yellow variegated foliage with just a tinge of orange.,blank.jpg,4558,FALSE,Coprosma,Evening Glow/Tricolored,,Annual,,,
Rubus  Cyanoides,prostrate little  plant member of the raspberry family,blank.jpg,4559,FALSE,Rubus  Cyanoides,,,Annual,,,
Cuphea vicissimosa Purple Batface,"Ht. 16"" Glaucous leaves, purple blossom",blank.jpg,4560,FALSE,Cuphea vicissimosa,Purple Batface,,Annual,,,
Cuphea llavea Purpurea Firecracker Pink/Lavender,Same species growth habit with rose-pink/lavender blooms instead of reddish orange,blank.jpg,4561,FALSE,Cuphea llavea,Purpurea Firecracker,Pink/Lavender,Annual,,,
Basella rubra Malabar Spinach,"This little darling thrives in heat and is an edible ornamental! Great in pots! Don't over water it, especially in its infancy.",blank.jpg,4562,FALSE,Basella rubra,Malabar Spinach,,Annual,,,
impatiens Repens,"bronze  trailer,shy bloomer of yellow blossoms",blank.jpg,4563,FALSE,impatiens,Repens,,Annual,,,
Carex comans Bronze,"very fine bronze grass,12-16"" clumps",blank.jpg,4564,FALSE,Carex comans,Bronze,,Annual,,,
Carex albula Frosted Curls,"very fine foliage,clumping habit",blank.jpg,4566,FALSE,Carex albula,Frosted Curls,,Annual,,,
Begonia Northern Lites,"Brite foliage, compact  habit",blank.jpg,4567,FALSE,Begonia,Northern Lites,,Annual,,,
Begonia Art Hodes Jr White,This smaller leaved version has the same white flowers and a more compact growth habit.,blank.jpg,4568,FALSE,Begonia,Art Hodes Jr,White,Annual,,,
Begonia listada,Upright species,blank.jpg,4569,FALSE,Begonia listada,,,Annual,,,
Begonia luxurians,Awesome plant!,blank.jpg,4570,FALSE,Begonia luxurians,,,Annual,,,
Aeonium Mixed Mix,"A diverse family, full sun, all soil types, drought tolerant.",blank.jpg,4571,FALSE,Aeonium,Mixed,Mix,Annual,,,
Fuchsia Border Queen,"upright, with single lavender sepals,klite purple carolla",part-sun_sun.jpg,4573,FALSE,Fuchsia,Border Queen,,Annual,,,
Fuchsia USA,Upright type single flowers with pink sepal and rose purple carolla,part-sun.jpg,4574,FALSE,Fuchsia,USA,,Annual,,,
Fuchsia La Niege White,Trailer with double white blooms,part-sun.jpg,4575,FALSE,Fuchsia,La Niege,White,Annual,,,
Gomphrena Tiny Burgundy Burgundy,"Dusty grey foliage up to 14"" with tiny burgundyblooms. Interesting plant for containers or dry  herb garder",sun.jpg,4576,FALSE,Gomphrena,Tiny Burgundy,Burgundy,Annual,,,
Fuchsia Mrs. Rundle Orange,"Single  bloom, orange - vermillion, upright habit",part-sun_sun.jpg,4577,FALSE,Fuchsia,Mrs. Rundle,Orange,Annual,,,
Coleus Orange Splash,"yellow leaves ""splashed"" with orange. Ht to 20"" Showy!",all.jpg,4578,FALSE,Coleus,Orange Splash,,Annual,,,
Coleus Hurricane Louise,fast growing  cultivar with green leaves with cream and  pink center,all.jpg,4579,FALSE,Coleus,Hurricane Louise,,Annual,,,
Coleus Touch of Class,"green leaves with  yellow centers inlaid with burgundy hearts. Ht to 22"" Sturdy upright",all.jpg,4580,FALSE,Coleus,Touch of Class,,Annual,,,
Abutilon Nabob,Ht. 3' Blood red blooms on old fashioned upright.,all.jpg,4581,FALSE,Abutilon,Nabob,,Annual,,,
Fuchsia Orange Thunder Orange,Slow growing miniature with orange blossoms.,all.jpg,4584,FALSE,Fuchsia,Orange Thunder,Orange,Annual,,,
Begonia pellonia repens,"Slow growing  accent plant for containers. Very shy  bloomer, if at all.",all.jpg,4586,FALSE,Begonia pellonia repens,,,Annual,,,
Begonia fuschoides  Orange,"Nifty little plant (10- 14"") with lots of orange blooms. Cute as a button!",part-sun.jpg,4587,FALSE,Begonia fuschoides,,Orange,Annual,,,
Oxalis Braziliensis,Deep blue green foliage with electric  pin blooms.,part-sun_sun.jpg,4588,FALSE,Oxalis,Braziliensis,,Annual,,,
Odontonema callistachyum Purple Firespike Purple,An upright evergreen shrub native to Mexico and Central America that we grow here as an annual. Hummingbirds love it and it can grow in a variety of locations. New offering here in 2006.,part-sun_sun.jpg,4589,FALSE,Odontonema callistachyum,Purple Firespike,Purple,Annual,,,
Sedum Makinoi  'Ogon',"Ht 2""  mat forming 1 foot across  chartreuse delicate foliage",part-sun_sun.jpg,4591,FALSE,Sedum,Makinoi  'Ogon',,Annual,,,
Succulent Unknown,"We don’t know the name of this or its hardiness. However it looks very cool in containers, baskets or on a wreath…",blank.jpg,4592,FALSE,Succulent,Unknown,,Annual,,,
Dianella  tasmanica Variegata Purple,"""Variegated Flax Lily""  Great in containers and also easy to over winter indoors.",blank.jpg,4593,FALSE,Dianella  tasmanica,Variegata,Purple,Annual,,,
Anisodontea  Pink,"Prostrate form. A low growing hippomandrum, more suitable for containers.",all.jpg,4595,FALSE,Anisodontea,,Pink,Annual,,,
Otocanthus,"12-24"" in ht,blue flowers on stem. Excellent bloomer summer,fall and early winter",sun.jpg,4597,FALSE,Otocanthus,,,Annual,,,
Selangella brownii,Clumping dense little moss. Cuter than a chia pet. Looks great in a terrarium or with a bonsai. Slow grower that does not like to dry out.,part-sun_sun.jpg,4598,FALSE,Selangella brownii,,,Annual,,,
Begonia Stained Glass,"slow growing clump. Round leaves with silver flecking. Gets about 8"" high.",part-sun.jpg,4600,FALSE,Begonia,Stained Glass,,Annual,,,
Begonia Escargot Black,Compact plant with spiraling foliage.,part-sun_sun.jpg,4601,FALSE,Begonia,Escargot,Black,Annual,,,
Begonia Black Taffeta,Fast growing large leaved rhizomatous begonia. A bold plant in the shade gardern or large container,part-sun.jpg,4602,FALSE,Begonia,Black Taffeta,,Annual,,,
Begonia Raspberry Moon,"Delicate round leaves of an interesting red hue.Well behave little pot plant,10"" high.",part-sun.jpg,4603,FALSE,Begonia,Raspberry Moon,,Annual,,,
Petunia Carpet Sky Blue,Compact basal branching plant with good rain tolerance. Has sky blue flowers,part-sun_sun.jpg,4607,FALSE,Petunia,Carpet,Sky Blue,Annual,,,
Helichrysum Curry,inedible accent plant that smells like curry,sun.jpg,4609,FALSE,Helichrysum,Curry,,Annual,,,
Hyssop  Blue,Popular ornamental with blue flowers. Also can be used to make a nice tea.,part-sun_sun.jpg,4610,FALSE,Hyssop,,Blue,Annual,,,
Greens Asian Greens,"cut smal for  salads, grow on for braising greens in stir frys. Mix of tatsoi,red cabbage,tokyo bekana,red mustard nand mizuna",sun.jpg,4611,FALSE,Greens,Asian Greens,,Annual,,,
Begonia hatacoa Silver Leaf,"nice upright habit -20"" with unique leaf shape and color.",part-sun.jpg,4612,FALSE,Begonia hatacoa,Silver Leaf,,Annual,,,
Odontonema cuspidatum Firespike Red,"Fast growing to 3' per season with red tubular flowers late summer -fall. Firespike is a showy evergreen shrub with sparse, stiff branches that produce abundant upright panicles of brilliant red tubular flowers. Firespike likes moist but well-drained soil.",sun.jpg,4614,FALSE,Odontonema cuspidatum,Firespike,Red,Annual,,,
Corydaline Unknown,unamed cultivar shipped to us by mistake in fall 2005.,sun.jpg,4615,FALSE,Corydaline,Unknown,,Annual,,,
Geranium Rocky Mountain Orange,"Large orange semi-double flowers, medium green foliage, excellent heat tolerance",blank.jpg,4617,FALSE,Geranium,Rocky Mountain,Orange,Annual,,,
Dieffenbachia Sterling Green/White,,blank.jpg,4618,FALSE,Dieffenbachia,Sterling,Green/White,Annual,,,
Seedling Geranium Bullseye Light Pink,,blank.jpg,4619,FALSE,Seedling Geranium,Bullseye,Light Pink,Annual,,,
Gaura Stratosphere White,"Ht. 18-22"".  Improved version of 'Karalee White'; more vigorous than its predecessor.",blank.jpg,4621,FALSE,Gaura,Stratosphere,White,Annual,,,
Patchouli Patchouli,,sun.jpg,4622,FALSE,Patchouli,Patchouli,,Annual,,,
Watercress,,pt-sun_shade.jpg,4623,FALSE,Watercress,,,Annual,,,
Lavender Grosso,,sun.jpg,4624,FALSE,Lavender,Grosso,,Annual,,,
"Thymus vulgaris ""Culinary Thyme"" Green",Culinary thyme,blank.jpg,4625,FALSE,Thymus vulgaris,"""Culinary Thyme""",Green,Annual,,,
Mum Golden Cheryl Yellow/Red,"Compact, reliable spring and summer flowering.  Spectacular two-tone coloring - red center, yellow further out on the bloom.",sun.jpg,4646,FALSE,Mum,Golden Cheryl,Yellow/Red,Annual,,,
Mum Jenna Red,"Large, mounded plants with dark coral red flowers.",sun.jpg,4647,FALSE,Mum,Jenna,Red,Annual,,,
Mum Mia Pink,"Cute button flowers, nice mounded habit.",sun.jpg,4648,FALSE,Mum,Mia,Pink,Annual,,,
Mum Sunny Camille Yellow,"Early flowering, light yellow daisy, flexible stems.",sun.jpg,4649,FALSE,Mum,Sunny Camille,Yellow,Annual,,,
Mum Tiffany White,"Very early white decorative, uniform flowering.",sun.jpg,4650,FALSE,Mum,Tiffany,White,Annual,,,
Mum Victoria Pink,Bright pink decorative.,sun.jpg,4651,FALSE,Mum,Victoria,Pink,Annual,,,
Mum Zesty Victoria Coral,"Ball shaped habit, prompt response; small flowers in spring and summer crops.",sun.jpg,4652,FALSE,Mum,Zesty Victoria,Coral,Annual,,,
Viola Baby Face Orchid Orchid,"This little darling has light orchid lavender flowers with a blotch. The flower size is about 3/4"" and they don't get much more than 6"" tall.",blank.jpg,4653,FALSE,Viola,Baby Face Orchid,Orchid,Annual,,,
Pansy Delta Deep Blue w/Blotch Blue,Deltas are a medium to large flowered pansy ad they bloom well in both the fall and spring.,blank.jpg,4654,FALSE,Pansy,Delta Deep Blue w/Blotch,Blue,Annual,,,
Pansy Delta Pure Violet Violet,Deltas are a medium to large flowered pansy ad they bloom well in both the fall and spring.,blank.jpg,4655,FALSE,Pansy,Delta Pure Violet,Violet,Annual,,,
Pansy Ultima Morpho Blue to Chartreuse,Named after the rare and beautiful butterfly ffound in Costa Rica.  AAS Winner & Fleuroselect Gold Medal Winner. This plant blooms its heart out.,blank.jpg,4657,FALSE,Pansy,Ultima Morpho,Blue to Chartreuse,Annual,,,
